gene_target,n_drugs,action_types,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
SCN7A,26,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,DISOPYRAMIDE;DISOPYRAMIDE PHOSPHATE;DRONEDARONE;DRONEDARONE HYDROCHLORIDE;ENCAINIDE;LACOSAMIDE;LAMOTRIGINE;LIDOCAINE;LIDOCAINE HYDROCHLORIDE;MEPIVACAINE;MEXILETINE;MORICIZINE;PHENYTOIN;PRILOCAINE;PROCAINAMIDE,Supraventricular tachycardia;aneurysm;atrial fibrillation;atrial flutter;brain ischemia;cardiac arrest;cardiac arrhythmia;cerebral small vessel disease;compartment syndrome;congestive heart failure;coronary artery disorder;diabetic foot,Approved,DISOPYRAMIDE;DISOPYRAMIDE PHOSPHATE;DRONEDARONE;DRONEDARONE HYDROCHLORIDE;ENCAINIDE;LIDOCAINE;MEXILETINE;MORICIZINE;PROCAINAMIDE;PROCAINAMIDE HYDROCHLORIDE;PROCAINE;PROPAFENONE;PROPAFENONE HYDROCHLORIDE;QUINIDINE;TETRACAINE,atrial fibrillation;cardiac arrhythmia;hemorrhoid;migraine disorder;ventricular tachycardia
SCN8A,26,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,DISOPYRAMIDE;DISOPYRAMIDE PHOSPHATE;DRONEDARONE;DRONEDARONE HYDROCHLORIDE;ENCAINIDE;LACOSAMIDE;LAMOTRIGINE;LIDOCAINE;LIDOCAINE HYDROCHLORIDE;MEPIVACAINE;MEXILETINE;MORICIZINE;PHENYTOIN;PRILOCAINE;PROCAINAMIDE,Supraventricular tachycardia;aneurysm;atrial fibrillation;atrial flutter;brain ischemia;cardiac arrest;cardiac arrhythmia;cerebral small vessel disease;compartment syndrome;congestive heart failure;coronary artery disorder;diabetic foot,Approved,DISOPYRAMIDE;DISOPYRAMIDE PHOSPHATE;DRONEDARONE;DRONEDARONE HYDROCHLORIDE;ENCAINIDE;LIDOCAINE;MEXILETINE;MORICIZINE;PROCAINAMIDE;PROCAINAMIDE HYDROCHLORIDE;PROCAINE;PROPAFENONE;PROPAFENONE HYDROCHLORIDE;QUINIDINE;TETRACAINE,atrial fibrillation;cardiac arrhythmia;hemorrhoid;migraine disorder;ventricular tachycardia
ACE,24,INHIBITOR,BENAZEPRIL;BENAZEPRIL HYDROCHLORIDE;CAPTOPRIL;CILAZAPRIL;DELAPRIL;ENALAPRIL;ENALAPRIL MALEATE;ENALAPRILAT;FOSINOPRIL;FOSINOPRIL SODIUM;ILEPATRIL;IMIDAPRIL;LISINOPRIL;LISINOPRIL ANHYDROUS;MOEXIPRIL,acute coronary syndrome;atherosclerosis;atrial fibrillation;cardiomyopathy;cardiovascular disorder;congenital heart disease;congestive heart failure;coronary artery disorder;diabetic retinopathy;dilated cardiomyopathy;essential hypertension;heart failure,Approved,BENAZEPRIL;BENAZEPRIL HYDROCHLORIDE;CAPTOPRIL;CILAZAPRIL;DELAPRIL;ENALAPRIL;ENALAPRIL MALEATE;FOSINOPRIL;FOSINOPRIL SODIUM;IMIDAPRIL;LISINOPRIL;MOEXIPRIL;MOEXIPRIL HYDROCHLORIDE;PERINDOPRIL;PERINDOPRIL ARGININE,cardiovascular disorder;congestive heart failure;coronary artery disorder;diabetic retinopathy;heart failure;hypertensive disorder;myocardial infarction;stroke disorder
NR3C1,23,AGONIST;ANTAGONIST,BETAMETHASONE;BETAMETHASONE DIPROPIONATE;BETAMETHASONE SODIUM PHOSPHATE;DEXAMETHASONE;DEXAMETHASONE SODIUM PHOSPHATE;FLUOCINOLONE ACETONIDE;FLUOCINONIDE;FLUOROMETHOLONE;FLUTICASONE PROPIONATE;HYDROCORTISONE;HYDROCORTISONE ACETATE;LOTEPREDNOL ETABONATE;METHYLPREDNISOLONE;METHYLPREDNISOLONE ACETATE;METHYLPREDNISOLONE SODIUM SUCCINATE,AL amyloidosis;Behcet disease;HELLP syndrome;Kawasaki disease;ST Elevation Myocardial Infarction;Takayasu arteritis;abdominal aortic aneurysm;acute myocarditis;adrenal cortex carcinoma;anti-neutrophil cytoplasmic antibody-associated vasculitis;atherosclerosis;atrioventricular block,Approved,BETAMETHASONE;DEXAMETHASONE;DEXAMETHASONE SODIUM PHOSPHATE;FLUOCINOLONE ACETONIDE;FLUOCINONIDE;FLUOROMETHOLONE;HYDROCORTISONE;PREDNISOLONE;PREDNISONE;TRIAMCINOLONE,choroiditis;diabetic retinopathy;hemorrhoid;myocarditis
SLC6A2,21,INHIBITOR;RELEASING AGENT;SUBSTRATE,AMITRIPTYLINE;AMITRIPTYLINE HYDROCHLORIDE;AMPRELOXETINE;ATOMOXETINE;BETHANIDINE;BRETYLIUM;BRETYLIUM TOSYLATE;BUPROPION;DEBRISOQUIN;DEXTROAMPHETAMINE;DIETHYLPROPION;DULOXETINE;GUANETHIDINE;IMIPRAMINE;LEVOMILNACIPRAN HYDROCHLORIDE,22q11.2 deletion syndrome;acute coronary syndrome;arteriosclerosis disorder;cardiac arrhythmia;coronary artery disorder;erythromelalgia;heart failure;hypertensive disorder;ischemic stroke;migraine disorder;migraine without aura;myotonic dystrophy type 1,Approved,BETHANIDINE;BRETYLIUM;BRETYLIUM TOSYLATE;DEBRISOQUIN;DEXTROAMPHETAMINE;DIETHYLPROPION;GUANETHIDINE;LISDEXAMFETAMINE DIMESYLATE;PSEUDOEPHEDRINE HYDROCHLORIDE,arteriosclerosis disorder;cardiac arrhythmia;hypertensive disorder;migraine disorder;ventricular fibrillation
AGTR1,21,AGONIST;ANTAGONIST,ANGIOTENSIN II;ANGIOTENSIN II ACETATE;AZILSARTAN;AZILSARTAN KAMEDOXOMIL;AZILSARTAN MEDOXOMIL;CANDESARTAN;CANDESARTAN CILEXETIL;EPROSARTAN;EPROSARTAN MESYLATE;FIMASARTAN;IRBESARTAN;IRBESARTAN HYDROCHLORIDE;LOSARTAN;LOSARTAN POTASSIUM;OLMESARTAN,"Aortic Rupture;CADASIL;Chagas cardiomyopathy;Ehlers-Danlos syndrome, vascular type;Tako-tsubo cardiomyopathy;acute coronary syndrome;acute myocardial infarction;anti-neutrophil cytoplasmic antibody-associated vasculitis;aorta coarctation;aortic aneurysm;aortic stenosis;aortic valve insufficiency",Approved,ANGIOTENSIN II;ANGIOTENSIN II ACETATE;AZILSARTAN KAMEDOXOMIL;AZILSARTAN MEDOXOMIL;CANDESARTAN;CANDESARTAN CILEXETIL;EPROSARTAN;EPROSARTAN MESYLATE;FIMASARTAN;IRBESARTAN;IRBESARTAN HYDROCHLORIDE;LOSARTAN;LOSARTAN POTASSIUM;OLMESARTAN MEDOXOMIL;TASOSARTAN,cardiovascular disorder;congestive heart failure;essential hypertension;heart failure;hypertensive disorder;hypotensive disorder;myocardial infarction;stroke disorder
PTGS2,20,INHIBITOR;OPENER,ACETAMINOPHEN;ASPIRIN;BROMFENAC;CELECOXIB;DEXKETOPROFEN;DICLOFENAC;DICLOFENAC POTASSIUM;IBUPROFEN;INDOMETHACIN;KETOPROFEN;KETOROLAC;KETOROLAC TROMETHAMINE;LORNOXICAM;MELOXICAM;NAPROXCINOD,Kawasaki disease;Moyamoya disease;ST Elevation Myocardial Infarction;Subdural hemorrhage;acute coronary syndrome;acute myocardial infarction;adrenal cortex carcinoma;advanced heart failure;aortic stenosis;atherosclerosis;atrial fibrillation;brain aneurysm,Approved,ACETAMINOPHEN;ASPIRIN;CELECOXIB;DICLOFENAC;DICLOFENAC POTASSIUM;IBUPROFEN;INDOMETHACIN;LORNOXICAM;NAPROXEN SODIUM,acute coronary syndrome;cardiovascular disorder;cerebral infarction;coronary artery disorder;migraine disorder;myocardial infarction;myocardial ischemia;stroke disorder;thrombotic disease;transient ischemic attack
KDR,19,AGONIST;INHIBITOR,AXITINIB;CABOZANTINIB;CABOZANTINIB S-MALATE;DOVITINIB;FRUQUINTINIB;LENVATINIB;NINTEDANIB;OSI-632;PAZOPANIB;PAZOPANIB HYDROCHLORIDE;REGORAFENIB;RIVOCERANIB;SEMAXANIB;SORAFENIB;SORAFENIB TOSYLATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic foot;diabetic macular edema;diabetic retinopathy;epistaxis;epithelioid hemangioendothelioma;hemangioblastoma;hemangioendothelioma;hemangioma of retina;hereditary hemorrhagic telangiectasia,Phase 3,AXITINIB;PAZOPANIB,angiosarcoma;diabetic retinopathy;epistaxis;hereditary hemorrhagic telangiectasia
HTR1D,18,AGONIST;ANTAGONIST,ALMOTRIPTAN;ALMOTRIPTAN MALATE;DIHYDROERGOTAMINE;DIHYDROERGOTAMINE MESYLATE;DONITRIPTAN;ELETRIPTAN;ELETRIPTAN HYDROBROMIDE;ERGOTAMINE;ERGOTAMINE TARTRATE;FROVATRIPTAN;FROVATRIPTAN SUCCINATE;NARATRIPTAN;NARATRIPTAN HYDROCHLORIDE;RIZATRIPTAN;RIZATRIPTAN BENZOATE,migraine disorder;migraine with aura;migraine without aura;orthostatic hypotension,Approved,ALMOTRIPTAN;ALMOTRIPTAN MALATE;DIHYDROERGOTAMINE;DIHYDROERGOTAMINE MESYLATE;ELETRIPTAN;ELETRIPTAN HYDROBROMIDE;ERGOTAMINE;ERGOTAMINE TARTRATE;FROVATRIPTAN;FROVATRIPTAN SUCCINATE;NARATRIPTAN;NARATRIPTAN HYDROCHLORIDE;RIZATRIPTAN;RIZATRIPTAN BENZOATE;SUMATRIPTAN,migraine disorder
PTGS1,17,INHIBITOR;OPENER,ACETAMINOPHEN;ASPIRIN;BROMFENAC;DEXKETOPROFEN;DICLOFENAC;DICLOFENAC POTASSIUM;IBUPROFEN;INDOMETHACIN;KETOPROFEN;KETOROLAC;KETOROLAC TROMETHAMINE;LORNOXICAM;NAPROXCINOD;NAPROXEN;NAPROXEN SODIUM,Kawasaki disease;Moyamoya disease;ST Elevation Myocardial Infarction;Subdural hemorrhage;acute coronary syndrome;acute myocardial infarction;adrenal cortex carcinoma;advanced heart failure;aortic stenosis;atherosclerosis;atrial fibrillation;brain aneurysm,Approved,ACETAMINOPHEN;ASPIRIN;DICLOFENAC;DICLOFENAC POTASSIUM;IBUPROFEN;INDOMETHACIN;LORNOXICAM;NAPROXEN SODIUM,acute coronary syndrome;cardiovascular disorder;cerebral infarction;coronary artery disorder;migraine disorder;myocardial infarction;myocardial ischemia;stroke disorder;thrombotic disease;transient ischemic attack
ADRB3,17,AGONIST;ANTAGONIST,CARTEOLOL;CARTEOLOL HYDROCHLORIDE;CARVEDILOL;CARVEDILOL PHOSPHATE;DROXIDOPA;EPHEDRINE;EPHEDRINE HYDROCHLORIDE;EPHEDRINE SULFATE;EPINEPHRINE;ISOPROTERENOL;ISOPROTERENOL HYDROCHLORIDE;LABETALOL;LABETALOL HYDROCHLORIDE;MEPHENTERMINE;MIRABEGRON,acute hypotension;acute myocardial infarction;angioedema;atherosclerosis;atrial fibrillation;cardiac arrest;cardiotoxicity;cardiovascular disorder;congenital heart disease;congestive heart failure;coronary artery disorder;dilated cardiomyopathy,Approved,CARTEOLOL;CARTEOLOL HYDROCHLORIDE;CARVEDILOL;CARVEDILOL PHOSPHATE;DROXIDOPA;EPHEDRINE;EPHEDRINE HYDROCHLORIDE;EPHEDRINE SULFATE;EPINEPHRINE;ISOPROTERENOL;ISOPROTERENOL HYDROCHLORIDE;LABETALOL;LABETALOL HYDROCHLORIDE;MEPHENTERMINE;NOREPINEPHRINE,acute hypotension;angioedema;cardiovascular disorder;congestive heart failure;heart failure;hypertensive disorder;hypotensive disorder;myocardial infarction;ocular hypertension;orthostatic hypotension;sudden cardiac arrest
HTR1B,16,AGONIST;ANTAGONIST,ALMOTRIPTAN;ALMOTRIPTAN MALATE;DONITRIPTAN;ELETRIPTAN;ELETRIPTAN HYDROBROMIDE;ERGOLOID MESYLATES;FROVATRIPTAN;FROVATRIPTAN SUCCINATE;NARATRIPTAN;NARATRIPTAN HYDROCHLORIDE;RIZATRIPTAN;RIZATRIPTAN BENZOATE;SUMATRIPTAN;SUMATRIPTAN SUCCINATE;TRELANSERIN,cardiovascular disorder;migraine disorder;migraine with aura;migraine without aura;peripheral arterial disease;vascular dementia,Approved,ALMOTRIPTAN;ALMOTRIPTAN MALATE;ELETRIPTAN;ELETRIPTAN HYDROBROMIDE;ERGOLOID MESYLATES;FROVATRIPTAN;FROVATRIPTAN SUCCINATE;NARATRIPTAN;NARATRIPTAN HYDROCHLORIDE;RIZATRIPTAN;RIZATRIPTAN BENZOATE;SUMATRIPTAN;SUMATRIPTAN SUCCINATE;ZOLMITRIPTAN,cardiovascular disorder;migraine disorder
GABRA1,16,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRB1,16,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRG2,16,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRA2,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRA3,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRA4,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRA5,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRA6,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRB2,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRB3,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRD,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRE,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRG1,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRG3,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRP,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
GABRQ,15,AGONIST;ALLOSTERIC ANTAGONIST;ANTAGONIST;BLOCKER;INHIBITOR;OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,ALPRAZOLAM;BUTALBITAL;CIPEPOFOL;DESFLURANE;ETOMIDATE;FLUMAZENIL;ISOFLURANE;MIDAZOLAM;PENTOBARBITAL;PROPOFOL;REMIMAZOLAM;REMIMAZOLAM BESYLATE;SEVOFLURANE;THIOPENTAL;TOPIRAMATE,Subdural hemorrhage;Supraventricular tachycardia;acute coronary syndrome;acute myocardial infarction;aorta coarctation;aortic stenosis;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;brain ischemia;cerebrovascular disorder,Approved,BUTALBITAL;TOPIRAMATE,migraine disorder
FLT1,15,AGONIST;INHIBITOR,AXITINIB;DOVITINIB;FRUQUINTINIB;LENVATINIB;NINTEDANIB;PAZOPANIB;PAZOPANIB HYDROCHLORIDE;REGORAFENIB;SEMAXANIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE;TELBERMIN;VATALANIB,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic foot;diabetic macular edema;diabetic retinopathy;epistaxis;epithelioid hemangioendothelioma;hemangioblastoma;hemangioendothelioma;hemangioma of retina;hereditary hemorrhagic telangiectasia,Phase 3,AXITINIB;PAZOPANIB,angiosarcoma;diabetic retinopathy;epistaxis;hereditary hemorrhagic telangiectasia
P2RY12,15,ANTAGONIST;INHIBITOR;NEGATIVE ALLOSTERIC MODULATOR,CANGRELOR;CANGRELOR TETRASODIUM;CLOPIDOGREL;CLOPIDOGREL BESILATE;CLOPIDOGREL BISULFATE;CLOPIDOGREL HYDROBROMIDE;CLOPIDOGREL HYDROCHLORIDE;ELINOGREL;PRASUGREL;PRASUGREL HYDROCHLORIDE;REGRELOR DISODIUM;SELATOGREL;TICAGRELOR;TICLOPIDINE;TICLOPIDINE HYDROCHLORIDE,Non-ST Elevation Myocardial Infarction;ST Elevation Myocardial Infarction;Subdural hemorrhage;Takayasu arteritis;abdominal aortic aneurysm;acute coronary syndrome;acute myocardial infarction;aortic stenosis;atherosclerosis;atrial fibrillation;brain aneurysm;cardiac arrest,Approved,CANGRELOR;CANGRELOR TETRASODIUM;CLOPIDOGREL;CLOPIDOGREL BESILATE;CLOPIDOGREL BISULFATE;CLOPIDOGREL HYDROBROMIDE;CLOPIDOGREL HYDROCHLORIDE;PRASUGREL;PRASUGREL HYDROCHLORIDE;TICAGRELOR;TICLOPIDINE HYDROCHLORIDE,acute coronary syndrome;atrial fibrillation;coronary artery disorder;intermediate coronary syndrome;myocardial infarction;myocardial ischemia;peripheral arterial disease;peripheral vascular disease;stroke disorder;thrombotic disease
