gene_target,n_drugs,action_types,action_types_3cat,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
KIT,24,INHIBITOR,Inhibiting,AVAPRITINIB;BRIQUILIMAB;CATEQUENTINIB;CEDIRANIB;DASATINIB ANHYDROUS;DOVITINIB;ENMD-2076;IMATINIB;IMATINIB MESYLATE;MASITINIB;MIDOSTAURIN;PAZOPANIB;PEXIDARTINIB;QUIZARTINIB;REGORAFENIB,B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;Fanconi anemia;GATA2 deficiency with susceptibility to MDS/AML;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;Waldenstrom macroglobulinemia;acquired polycythemia vera;acute leukemia of ambiguous lineage;acute monocytic leukemia,Approved,DASATINIB ANHYDROUS;IMATINIB;IMATINIB MESYLATE;MIDOSTAURIN;QUIZARTINIB,"B-cell acute lymphoblastic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelogenous leukemia, BCR-ABL1 positive;hypereosinophilic syndrome;mast cell leukemia;mastocytosis;systemic mastocytosis"
BTK,22,INHIBITOR,Inhibiting,ABIVERTINIB;ACALABRUTINIB;ACALABRUTINIB MALEATE;BMS-986142;BRANEBRUTINIB;EDRALBRUTINIB;ELSUBRUTINIB;EVOBRUTINIB;FENEBRUTINIB;IBRUTINIB;MSC-2364447;ORELABRUTINIB;PIRTOBRUTINIB;POSELTINIB;RILZABRUTINIB,B-cell acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;B-cell prolymphocytic leukemia;Burkitt lymphoma;Crohn disease;Graves disease;Graves ophthalmopathy;MALT lymphoma;Sjogren syndrome;T-cell prolymphocytic leukemia;Waldenstrom macroglobulinemia,Approved,ACALABRUTINIB;ACALABRUTINIB MALEATE;IBRUTINIB;PIRTOBRUTINIB;RILZABRUTINIB;ZANUBRUTINIB,B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;autoimmune thrombocytopenic purpura;lymphoplasmacytic lymphoma;mantle cell lymphoma
JAK1,22,INHIBITOR,Inhibiting,ABROCITINIB;BARICITINIB;BREPOCITINIB;CERDULATINIB;DELGOCITINIB;FILGOTINIB;FILGOTINIB MALEATE;GOLIDOCITINIB;GUSACITINIB;INCB-047986;ITACITINIB;IZENCITINIB;MOMELOTINIB;MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE;PEFICITINIB,Aicardi-Goutieres syndrome;Autosomal dominant hyper-IgE syndrome;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Crohn disease;Sjogren syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell large granular lymphocyte leukemia,Approved,ABROCITINIB;BARICITINIB;DELGOCITINIB;FILGOTINIB;FILGOTINIB MALEATE;MOMELOTINIB;MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE;RUXOLITINIB;RUXOLITINIB PHOSPHATE;TOFACITINIB;TOFACITINIB CITRATE;UPADACITINIB;UPADACITINIB HEMIHYDRATE,Crohn disease;acquired polycythemia vera;ankylosing spondylitis;atopic eczema;chronic graft versus host disease;essential thrombocythemia;graft versus host disease;myelofibrosis;primary myelofibrosis;psoriatic arthritis;rheumatoid arthritis;ulcerative colitis
PDGFRB,22,INHIBITOR,Inhibiting,CATEQUENTINIB;CEDIRANIB;CRENOLANIB;DASATINIB ANHYDROUS;DOVITINIB;ILORASERTIB;IMATINIB;IMATINIB MESYLATE;MASITINIB;MIDOSTAURIN;NINTEDANIB;NINTEDANIB ESYLATE;PAZOPANIB;QUIZARTINIB;REGORAFENIB,B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;Waldenstrom macroglobulinemia;acquired polycythemia vera;acute leukemia of ambiguous lineage;acute monocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification,Approved,DASATINIB ANHYDROUS;IMATINIB;IMATINIB MESYLATE;MIDOSTAURIN;NINTEDANIB;NINTEDANIB ESYLATE;QUIZARTINIB,"B-cell acute lymphoblastic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelogenous leukemia, BCR-ABL1 positive;hypereosinophilic syndrome;mast cell leukemia;mastocytosis;systemic mastocytosis;systemic sclerosis"
PDE4A,18,ANTAGONIST;INHIBITOR,Inhibiting,AMINOPHYLLINE;APREMILAST;CRISABOROLE;DIFAMILAST;DIPYRIDAMOLE;DOVRAMILAST;ENSIFENTRINE;GSK-256066;HT-0712;IBUDILAST;LOTAMILAST;MK-0873;PENTOXIFYLLINE;REVAMILAST;ROFLUMILAST,AIDS;B-cell chronic lymphocytic leukemia;Castleman disease;Crohn disease;Waldenstrom macroglobulinemia;allergic asthma;allergic contact dermatitis;allergic rhinitis;ankylosing spondylitis;atopic eczema;cutaneous lupus erythematosus;diffuse large B-cell lymphoma,Approved,APREMILAST;CRISABOROLE;IBUDILAST;ROFLUMILAST,Castleman disease;atopic eczema;immune system disorder;psoriasis;psoriasis vulgaris;psoriatic arthritis
PDE4B,18,ANTAGONIST;INHIBITOR,Inhibiting,AMINOPHYLLINE;APREMILAST;CRISABOROLE;DIFAMILAST;DIPYRIDAMOLE;DOVRAMILAST;ENSIFENTRINE;GSK-256066;HT-0712;IBUDILAST;LOTAMILAST;MK-0873;PENTOXIFYLLINE;REVAMILAST;ROFLUMILAST,AIDS;B-cell chronic lymphocytic leukemia;Castleman disease;Crohn disease;Waldenstrom macroglobulinemia;allergic asthma;allergic contact dermatitis;allergic rhinitis;ankylosing spondylitis;atopic eczema;cutaneous lupus erythematosus;diffuse large B-cell lymphoma,Approved,APREMILAST;CRISABOROLE;IBUDILAST;ROFLUMILAST,Castleman disease;atopic eczema;immune system disorder;psoriasis;psoriasis vulgaris;psoriatic arthritis
PDE4C,18,ANTAGONIST;INHIBITOR,Inhibiting,AMINOPHYLLINE;APREMILAST;CRISABOROLE;DIFAMILAST;DIPYRIDAMOLE;DOVRAMILAST;ENSIFENTRINE;GSK-256066;HT-0712;IBUDILAST;LOTAMILAST;MK-0873;PENTOXIFYLLINE;REVAMILAST;ROFLUMILAST,AIDS;B-cell chronic lymphocytic leukemia;Castleman disease;Crohn disease;Waldenstrom macroglobulinemia;allergic asthma;allergic contact dermatitis;allergic rhinitis;ankylosing spondylitis;atopic eczema;cutaneous lupus erythematosus;diffuse large B-cell lymphoma,Approved,APREMILAST;CRISABOROLE;IBUDILAST;ROFLUMILAST,Castleman disease;atopic eczema;immune system disorder;psoriasis;psoriasis vulgaris;psoriatic arthritis
PDE4D,18,ANTAGONIST;INHIBITOR,Inhibiting,AMINOPHYLLINE;APREMILAST;CRISABOROLE;DIFAMILAST;DIPYRIDAMOLE;DOVRAMILAST;ENSIFENTRINE;GSK-256066;HT-0712;IBUDILAST;LOTAMILAST;MK-0873;PENTOXIFYLLINE;REVAMILAST;ROFLUMILAST,AIDS;B-cell chronic lymphocytic leukemia;Castleman disease;Crohn disease;Waldenstrom macroglobulinemia;allergic asthma;allergic contact dermatitis;allergic rhinitis;ankylosing spondylitis;atopic eczema;cutaneous lupus erythematosus;diffuse large B-cell lymphoma,Approved,APREMILAST;CRISABOROLE;IBUDILAST;ROFLUMILAST,Castleman disease;atopic eczema;immune system disorder;psoriasis;psoriasis vulgaris;psoriatic arthritis
SLC6A2,18,INHIBITOR;RELEASING AGENT,Mixed/Undetermined,AMITRIPTYLINE;AMPHETAMINE;ATOMOXETINE;BUPROPION;DESIPRAMINE HYDROCHLORIDE;DOXEPIN HYDROCHLORIDE;DULOXETINE;IMIPRAMINE;LISDEXAMFETAMINE;METHYLPHENIDATE;METHYLPHENIDATE HYDROCHLORIDE;NORTRIPTYLINE;NORTRIPTYLINE HYDROCHLORIDE;PHENTERMINE;PSEUDOEPHEDRINE,22q11.2 deletion syndrome;Crohn disease;allergic disease;allergic rhinitis;atopic eczema;inflammatory bowel disease;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;perennial allergic rhinitis;plasma cell myeloma;psoriasis;rheumatoid arthritis,Approved,DOXEPIN HYDROCHLORIDE;PSEUDOEPHEDRINE;PSEUDOEPHEDRINE HYDROCHLORIDE;PSEUDOEPHEDRINE SULFATE,allergic disease;allergic rhinitis;atopic eczema;seasonal allergic rhinitis
FLT4,18,INHIBITOR,Inhibiting,AXITINIB;CATEQUENTINIB;CEDIRANIB;DOVITINIB;ILORASERTIB;LENVATINIB;NINTEDANIB;NINTEDANIB ESYLATE;PAZOPANIB;REGORAFENIB;SEMAXANIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE,"B-cell chronic lymphocytic leukemia;acute leukemia of ambiguous lineage;acute monocytic leukemia;acute myeloid leukemia;acute promyelocytic leukemia;chronic graft versus host disease;chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelomonocytic leukemia;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;limited cutaneous systemic sclerosis;lymphedema",Approved,NINTEDANIB;NINTEDANIB ESYLATE,systemic sclerosis
ADRA2A,18,AGONIST;ANTAGONIST,Mixed/Undetermined,BRIMONIDINE;BRIMONIDINE TARTRATE;CLONIDINE;DROXIDOPA;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;FIPAMEZOLE;GUANABENZ;METHYLDOPA;MIRTAZAPINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENTOLAMINE,acute myeloid leukemia by FAB classification;allergic disease;allergic rhinitis;anaphylaxis;atopic conjunctivitis;atopic eczema;eye allergy;graft versus host disease;inflammatory bowel disease;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;seasonal allergic rhinitis,Approved,BRIMONIDINE;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;eye allergy;seasonal allergic rhinitis;type III hypersensitivity disease
ADRA2B,18,AGONIST;ANTAGONIST,Mixed/Undetermined,BRIMONIDINE;BRIMONIDINE TARTRATE;CLONIDINE;DROXIDOPA;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;FIPAMEZOLE;GUANABENZ;METHYLDOPA;MIRTAZAPINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENTOLAMINE,acute myeloid leukemia by FAB classification;allergic disease;allergic rhinitis;anaphylaxis;atopic conjunctivitis;atopic eczema;eye allergy;graft versus host disease;inflammatory bowel disease;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;seasonal allergic rhinitis,Approved,BRIMONIDINE;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;eye allergy;seasonal allergic rhinitis;type III hypersensitivity disease
ADRA2C,18,AGONIST;ANTAGONIST,Mixed/Undetermined,BRIMONIDINE;BRIMONIDINE TARTRATE;CLONIDINE;DROXIDOPA;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;FIPAMEZOLE;GUANABENZ;METHYLDOPA;MIRTAZAPINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENTOLAMINE,acute myeloid leukemia by FAB classification;allergic disease;allergic rhinitis;anaphylaxis;atopic conjunctivitis;atopic eczema;eye allergy;graft versus host disease;inflammatory bowel disease;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;seasonal allergic rhinitis,Approved,BRIMONIDINE;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;eye allergy;seasonal allergic rhinitis;type III hypersensitivity disease
MS4A1,18,BINDING AGENT;CROSS-LINKING AGENT;INHIBITOR,Inhibiting,EPCORITAMAB;FBT-A05;GLOFITAMAB;LFB-R603;MOSUNETUZUMAB;MT-3724;OBINUTUZUMAB;OCARATUZUMAB;OCRELIZUMAB;ODRONEXTAMAB;OFATUMUMAB;RITUXIMAB;TOSITUMOMAB;TOSITUMOMAB 131I;TRU-015,AIDS;B cell deficiency;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;B-cell prolymphocytic leukemia;Burkitt lymphoma;Castleman disease;Crohn disease;Fanconi anemia,Approved,EPCORITAMAB;GLOFITAMAB;MOSUNETUZUMAB;OBINUTUZUMAB;OCRELIZUMAB;ODRONEXTAMAB;OFATUMUMAB;RITUXIMAB;UBLITUXIMAB;YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;chronic progressive multiple sclerosis;diffuse large B-cell lymphoma;follicular lymphoma;granulomatosis with polyangiitis;multiple sclerosis;pemphigus;relapsing-remitting multiple sclerosis;rheumatoid arthritis;secondary progressive multiple sclerosis
TOP2A,17,INHIBITOR,Inhibiting,AMRUBICIN;AMSACRINE;DAUNORUBICIN;DAUNORUBICIN HYDROCHLORIDE;DEXRAZOXANE;DEXRAZOXANE HYDROCHLORIDE;DOXORUBICIN;DOXORUBICIN HYDROCHLORIDE;ETOPOSIDE;ETOPOSIDE PHOSPHATE;IDARUBICIN;IDARUBICIN HYDROCHLORIDE;MITOXANTRONE;MITOXANTRONE HYDROCHLORIDE;TENIPOSIDE,AIDS;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;B-cell prolymphocytic leukemia;Burkitt lymphoma;Castleman disease;Chediak-Higashi syndrome;Chédiak-Higashi syndrome;HIV-associated cancer,Approved,DAUNORUBICIN;DAUNORUBICIN HYDROCHLORIDE;DOXORUBICIN;DOXORUBICIN HYDROCHLORIDE;IDARUBICIN;IDARUBICIN HYDROCHLORIDE;MITOXANTRONE HYDROCHLORIDE,AIDS;acute myeloid leukemia;acute myeloid leukemia by FAB classification;acute myelomonocytic leukemia M4;multiple sclerosis;plasma cell myeloma
MAPK14,17,INHIBITOR,Inhibiting,ARRY-797;AVE-9940;AZD-6703;BMS-582949;DILMAPIMOD;DORAMAPIMOD;ITX-5061;LOSMAPIMOD;NEFLAMAPIMOD;PAMAPIMOD;PG-760564;PH-797804;R-1487;SEMAPIMOD;TAK-715,Crohn disease;ankylosing spondylitis;inflammatory bowel disease;pemphigus vulgaris;plasma cell myeloma;psoriasis;psoriasis vulgaris;rheumatoid arthritis,Phase 2,ARRY-797;BMS-582949;DILMAPIMOD;DORAMAPIMOD;ITX-5061;LOSMAPIMOD;NEFLAMAPIMOD;PAMAPIMOD;PG-760564;PH-797804;SEMAPIMOD;TAK-715;TALMAPIMOD;VX-702,Crohn disease;ankylosing spondylitis;inflammatory bowel disease;pemphigus vulgaris;plasma cell myeloma;psoriasis;psoriasis vulgaris;rheumatoid arthritis
JAK3,17,INHIBITOR,Inhibiting,AT-9283;CERDULATINIB;DECERNOTINIB;DELGOCITINIB;FILGOTINIB;FILGOTINIB MALEATE;GUSACITINIB;IZENCITINIB;PEFICITINIB;R-333;R-348;RITLECITINIB;RUXOLITINIB;TOFACITINIB;TOFACITINIB CITRATE,Aicardi-Goutieres syndrome;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Crohn disease;Sjogren syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell large granular lymphocyte leukemia;T-cell prolymphocytic leukemia,Approved,DELGOCITINIB;FILGOTINIB;FILGOTINIB MALEATE;RUXOLITINIB;TOFACITINIB;TOFACITINIB CITRATE;UPADACITINIB;UPADACITINIB HEMIHYDRATE,Crohn disease;acquired polycythemia vera;ankylosing spondylitis;atopic eczema;chronic graft versus host disease;essential thrombocythemia;graft versus host disease;myelofibrosis;psoriatic arthritis;rheumatoid arthritis;ulcerative colitis
PDGFRA,17,INHIBITOR,Inhibiting,AVAPRITINIB;CEDIRANIB;CRENOLANIB;DOVITINIB;ILORASERTIB;MASITINIB;MIDOSTAURIN;NINTEDANIB;NINTEDANIB ESYLATE;PAZOPANIB;QUIZARTINIB;REGORAFENIB;RIPRETINIB;SUNITINIB;SUNITINIB MALATE,"B-cell chronic lymphocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;aggressive systemic mastocytosis;chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelomonocytic leukemia;core binding factor acute myeloid leukemia;cutaneous mastocytosis;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;limited cutaneous systemic sclerosis;lymphedema",Approved,MIDOSTAURIN;NINTEDANIB;NINTEDANIB ESYLATE;QUIZARTINIB,acute myeloid leukemia;acute myeloid leukemia by FAB classification;mast cell leukemia;mastocytosis;systemic mastocytosis;systemic sclerosis
FLT1,17,INHIBITOR,Inhibiting,AXITINIB;CEDIRANIB;DOVITINIB;ILORASERTIB;LENVATINIB;NINTEDANIB;NINTEDANIB ESYLATE;PAZOPANIB;REGORAFENIB;SEMAXANIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE;VANDETANIB,"B-cell chronic lymphocytic leukemia;acute leukemia of ambiguous lineage;acute monocytic leukemia;acute myeloid leukemia;acute promyelocytic leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelomonocytic leukemia;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;limited cutaneous systemic sclerosis;lymphedema;mantle cell lymphoma",Approved,NINTEDANIB;NINTEDANIB ESYLATE,systemic sclerosis
CD3E,16,BINDING AGENT;CROSS-LINKING AGENT;INHIBITOR;OTHER,Inhibiting,BLINATUMOMAB;ELRANATAMAB;EPCORITAMAB;FBT-A05;FLOTETUZUMAB;FORALUMAB;GLOFITAMAB;MOSUNETUZUMAB;MUROMONAB-CD3;ODRONEXTAMAB;OTELIXIZUMAB;RESIMMUNE;TALQUETAMAB;TECLISTAMAB;TEPLIZUMAB,B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Crohn disease;Graves ophthalmopathy;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell large granular lymphocyte leukemia;T-cell prolymphocytic leukemia,Approved,BLINATUMOMAB;ELRANATAMAB;EPCORITAMAB;GLOFITAMAB;MOSUNETUZUMAB;MUROMONAB-CD3;ODRONEXTAMAB;TALQUETAMAB;TECLISTAMAB;TEPLIZUMAB,B-cell acute lymphoblastic leukemia;B-cell non-Hodgkin lymphoma;diffuse large B-cell lymphoma;follicular lymphoma;graft versus host disease;plasma cell myeloma;type 1 diabetes mellitus
EGFR,15,INHIBITOR,Inhibiting,ABIVERTINIB;AFATINIB;CETUXIMAB;DACOMITINIB ANHYDROUS;ERLOTINIB;ERLOTINIB HYDROCHLORIDE;FALNIDAMOL;GEFITINIB;LAPATINIB;NERATINIB;NIMOTUZUMAB;OSIMERTINIB;PANITUMUMAB;RUSERONTINIB;VANDETANIB,"B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Erdheim-Chester disease;Langerhans cell histiocytosis;Waldenstrom macroglobulinemia;acquired polycythemia vera;acute myeloid leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;mantle cell lymphoma;neutropenia;plasma cell myeloma",Phase 3,RUSERONTINIB,acute myeloid leukemia
ADRA1A,15,AGONIST;ANTAGONIST,Mixed/Undetermined,ALFUZOSIN;CARVEDILOL;DROXIDOPA;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;ISOXSUPRINE HYDROCHLORIDE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENTOLAMINE;PHENYLEPHRINE;PHENYLEPHRINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;atopic conjunctivitis;eye allergy;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;rheumatoid arthritis;seasonal allergic rhinitis;type 1 diabetes mellitus;type III hypersensitivity disease,Approved,EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENYLEPHRINE;PHENYLEPHRINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;eye allergy;seasonal allergic rhinitis;type III hypersensitivity disease
ADRA1B,15,AGONIST;ANTAGONIST,Mixed/Undetermined,ALFUZOSIN;CARVEDILOL;DROXIDOPA;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;ISOXSUPRINE HYDROCHLORIDE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENTOLAMINE;PHENYLEPHRINE;PHENYLEPHRINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;atopic conjunctivitis;eye allergy;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;rheumatoid arthritis;seasonal allergic rhinitis;type 1 diabetes mellitus;type III hypersensitivity disease,Approved,EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENYLEPHRINE;PHENYLEPHRINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;eye allergy;seasonal allergic rhinitis;type III hypersensitivity disease
ADRA1D,15,AGONIST;ANTAGONIST,Mixed/Undetermined,ALFUZOSIN;CARVEDILOL;DROXIDOPA;EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;ISOXSUPRINE HYDROCHLORIDE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENTOLAMINE;PHENYLEPHRINE;PHENYLEPHRINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;atopic conjunctivitis;eye allergy;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;rheumatoid arthritis;seasonal allergic rhinitis;type 1 diabetes mellitus;type III hypersensitivity disease,Approved,EPHEDRINE HYDROCHLORIDE;EPINEPHRINE;NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE;OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE;PHENYLEPHRINE;PHENYLEPHRINE HYDROCHLORIDE;TETRAHYDROZOLINE;XYLOMETAZOLINE,allergic disease;allergic rhinitis;anaphylaxis;eye allergy;seasonal allergic rhinitis;type III hypersensitivity disease
BCR,15,INHIBITOR,Inhibiting,ASCIMINIB;ASCIMINIB HYDROCHLORIDE;BOSUTINIB;BOSUTINIB MONOHYDRATE;DASATINIB;DASATINIB ANHYDROUS;IMATINIB;IMATINIB MESYLATE;NILOTINIB;NILOTINIB HYDROCHLORIDE MONOHYDRATE;OLVEREMBATINIB;PONATINIB;PONATINIB HYDROCHLORIDE;RADOTINIB;VODOBATINIB,"B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;Waldenstrom macroglobulinemia;acquired polycythemia vera;acute leukemia of ambiguous lineage;acute myeloid leukemia;acute promyelocytic leukemia;atypical chronic myeloid leukemia, BCR-ABL1 negative",Approved,ASCIMINIB;ASCIMINIB HYDROCHLORIDE;BOSUTINIB MONOHYDRATE;DASATINIB;DASATINIB ANHYDROUS;IMATINIB;IMATINIB MESYLATE;NILOTINIB;NILOTINIB HYDROCHLORIDE MONOHYDRATE;PONATINIB;PONATINIB HYDROCHLORIDE,"B-cell acute lymphoblastic leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelogenous leukemia, BCR-ABL1 positive;hypereosinophilic syndrome;myeloid leukemia"
TYK2,15,INHIBITOR;NEGATIVE ALLOSTERIC MODULATOR,Inhibiting,BREPOCITINIB;CERDULATINIB;DELGOCITINIB;DEUCRAVACITINIB;FILGOTINIB;FILGOTINIB MALEATE;GUSACITINIB;IZENCITINIB;PEFICITINIB;ROPSACITINIB;RUXOLITINIB;TOFACITINIB;TOFACITINIB CITRATE;UPADACITINIB;UPADACITINIB HEMIHYDRATE,Aicardi-Goutieres syndrome;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Crohn disease;Sjogren syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell large granular lymphocyte leukemia;T-cell prolymphocytic leukemia,Approved,DELGOCITINIB;DEUCRAVACITINIB;FILGOTINIB;FILGOTINIB MALEATE;RUXOLITINIB;TOFACITINIB;TOFACITINIB CITRATE;UPADACITINIB;UPADACITINIB HEMIHYDRATE,Crohn disease;acquired polycythemia vera;ankylosing spondylitis;atopic eczema;chronic graft versus host disease;essential thrombocythemia;graft versus host disease;myelofibrosis;psoriasis;psoriasis vulgaris;psoriatic arthritis;pustular psoriasis
PDCD1,15,ANTAGONIST;INHIBITOR,Inhibiting,CAMRELIZUMAB;CEMIPLIMAB;CETRELIMAB;DOSTARLIMAB;NIVOLUMAB;PEMBROLIZUMAB;PENPULIMAB;PIDILIZUMAB;RETIFANLIMAB;SERPLULIMAB;SINTILIMAB;SPARTALIZUMAB;TISLELIZUMAB;TORIPALIMAB;ZIMBERELIMAB,"AIDS;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Crohn disease;Niemann-Pick disease type B;Sjogren syndrome;Waldenstrom macroglobulinemia;acute myeloid leukemia;adult T-cell leukemia/lymphoma;allergic rhinitis;chronic myelogenous leukemia, BCR-ABL1 positive",Approved,TORIPALIMAB,Niemann-Pick disease type B
