drug,chembl_id,drug_type,gene_target,action_type,moa,immune_indication,disease_id,drug_stage_for_immune_indication,ot_approved_immune
AFIMETORAN,CHEMBL4650329,Small molecule,TLR7;TLR8,INHIBITOR,Toll-like receptor 7 inhibitor;Toll-like receptor 8 inhibitor,cutaneous lupus erythematosus,MONDO_0005282,Phase 1,0
AFIMETORAN,CHEMBL4650329,Small molecule,TLR7;TLR8,INHIBITOR,Toll-like receptor 7 inhibitor;Toll-like receptor 8 inhibitor,systemic lupus erythematosus,MONDO_0007915,Phase 2,0
AFLIBERCEPT,CHEMBL1742982,Protein,PGF;VEGFA,INHIBITOR,Placenta growth factor inhibitor;Vascular endothelial growth factor A inhibitor,Graves ophthalmopathy,EFO_1001466,Phase 2,0
AFLIBERCEPT,CHEMBL1742982,Protein,PGF;VEGFA,INHIBITOR,Placenta growth factor inhibitor;Vascular endothelial growth factor A inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
AFLIBERCEPT,CHEMBL1742982,Protein,PGF;VEGFA,INHIBITOR,Placenta growth factor inhibitor;Vascular endothelial growth factor A inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
AFURESERTIB,CHEMBL2219422,Small molecule,AKT1;AKT2;AKT3,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
AFURESERTIB,CHEMBL2219422,Small molecule,AKT1;AKT2;AKT3,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor,Langerhans cell histiocytosis,MONDO_0018310,Phase 2,0
AFURESERTIB,CHEMBL2219422,Small molecule,AKT1;AKT2;AKT3,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
AGANIRSEN,CHEMBL2108296,Oligonucleotide,IRS1,ANTISENSE INHIBITOR,Insulin receptor substrate 1 mRNA antisense inhibitor,atopic eczema,MONDO_0004980,Phase 3,0
AGATOLIMOD SODIUM,CHEMBL2103793,Oligonucleotide,TLR9,AGONIST,Toll-like receptor 9 agonist,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 1,0
AGATOLIMOD SODIUM,CHEMBL2103793,Oligonucleotide,TLR9,AGONIST,Toll-like receptor 9 agonist,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
AGATOLIMOD SODIUM,CHEMBL2103793,Oligonucleotide,TLR9,AGONIST,Toll-like receptor 9 agonist,mantle cell lymphoma,MONDO_0018876,Phase 2,0
AKN-028,CHEMBL4790100,Small molecule,FLT3,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
AKN-028,CHEMBL4790100,Small molecule,FLT3,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,acute myeloid leukemia by FAB classification,MONDO_0015667,Phase 1,0
ALBIGLUTIDE,CHEMBL2107841,Protein,GLP1R,AGONIST,Glucagon-like peptide 1 receptor agonist,type 1 diabetes mellitus,MONDO_0005147,Phase 2,0
ALBUTEROL,CHEMBL714,Small molecule,ADRB2,AGONIST,Beta-2 adrenergic receptor agonist,allergic asthma,MONDO_0004784,Phase 2,0
ALBUTEROL,CHEMBL714,Small molecule,ADRB2,AGONIST,Beta-2 adrenergic receptor agonist,multiple sclerosis,MONDO_0005301,Unknown,0
ALBUTEROL,CHEMBL714,Small molecule,ADRB2,AGONIST,Beta-2 adrenergic receptor agonist,myasthenia gravis,MONDO_0009688,Phase 3,0
ALCAFTADINE,CHEMBL1201747,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,atopic conjunctivitis,MONDO_0005642,Approved,1
ALCAFTADINE,CHEMBL1201747,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,eye allergy,MONDO_0005551,Approved,1
ALCLOFENAC,CHEMBL94081,Small molecule,PTGS1,INHIBITOR,Cyclooxygenase-1 inhibitor,rheumatoid arthritis,MONDO_0008383,Approved,1
ALCLOMETASONE DIPROPIONATE,CHEMBL1200989,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,atopic eczema,MONDO_0004980,Phase 2,0
ALCLOMETASONE DIPROPIONATE,CHEMBL1200989,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriasis,MONDO_0005083,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,AIDS,MONDO_0012268,Phase 3,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,Crohn disease,MONDO_0005011,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,Henoch-Schoenlein purpura,EFO_1000965,Unknown,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,Sjogren syndrome,MONDO_0010030,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,T-cell acute lymphoblastic leukemia,MONDO_0004963,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,Wiskott-Aldrich syndrome,MONDO_0010518,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,acute graft versus host disease,MONDO_0020546,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,acute myeloid leukemia,MONDO_0018874,Phase 3,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,allergic rhinitis,MONDO_0011786,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,ankylosing spondylitis,MONDO_0005306,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,autoimmune encephalitis,MONDO_0020640,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,autoimmune hepatitis,MONDO_0016264,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,chronic graft versus host disease,MONDO_0020547,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,chronic myelomonocytic leukemia,MONDO_0020311,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,common variable immunodeficiency,MONDO_0015517,Unknown,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,follicular lymphoma,MONDO_0018906,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,graft versus host disease,MONDO_0013730,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,granulomatosis with polyangiitis,MONDO_0012105,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,indolent B-cell non-Hodgkin lymphoma,MONDO_0017594,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,juvenile myelomonocytic leukemia,MONDO_0011908,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,lymphopenia,MONDO_0003783,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,macrophage activation syndrome,MONDO_0015545,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,mantle cell lymphoma,MONDO_0018876,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,multiple sclerosis,MONDO_0005301,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,myeloid leukemia,MONDO_0004643,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,myeloproliferative neoplasm,MONDO_0020076,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,neoplasm of mature B-cells,MONDO_0004949,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,pemphigus vulgaris,MONDO_0008219,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,plasma cell myeloma,MONDO_0009693,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,precursor B-cell acute lymphoblastic leukemia,MONDO_0020511,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,primary central nervous system lymphoma,MONDO_0002571,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,primary progressive multiple sclerosis,MONDO_0000451,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,psoriasis,MONDO_0005083,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,rheumatoid arthritis,MONDO_0008383,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,secondary progressive multiple sclerosis,MONDO_0000450,Phase 1,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,systemic lupus erythematosus,MONDO_0007915,Phase 3,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,type 1 diabetes mellitus,MONDO_0005147,Phase 2,0
ALDESLEUKIN,CHEMBL1201438,Protein,IL2RA;IL2RB;IL2RG,AGONIST,Interleukin-2 receptor agonist,ulcerative colitis,MONDO_0005101,Phase 2,0
ALECTINIB,CHEMBL1738797,Small molecule,ALK;EML4;RET,INHIBITOR,ALK tyrosine kinase receptor inhibitor;EML4-ALK inhibitor;Tyrosine-protein kinase receptor RET inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,Chediak-Higashi syndrome,MONDO_0008963,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,Chédiak-Higashi syndrome,Orphanet_167,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,Fanconi anemia,MONDO_0019391,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,Wiskott-Aldrich syndrome,MONDO_0010518,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,chronic graft versus host disease,MONDO_0020547,Phase 2,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,chronic granulomatous disease,MONDO_0018305,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,graft versus host disease,MONDO_0013730,Phase 2,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,immune system disorder,MONDO_0005046,Approved,1
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,leukocyte adhesion deficiency,MONDO_0017570,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,psoriasis,MONDO_0005083,Phase 2,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,psoriasis vulgaris,EFO_1001494,Phase 3,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,psoriatic arthritis,MONDO_0011849,Phase 2,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,severe congenital neutropenia,MONDO_0018542,Unknown,0
ALEFACEPT,CHEMBL1201571,Protein,CD2,INHIBITOR,T-cell surface antigen CD2 inhibitor,type 1 diabetes mellitus,MONDO_0005147,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Approved,1
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Crohn disease,MONDO_0005011,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Familial hemophagocytic lymphohistiocytosis,Orphanet_540,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Fanconi anemia,MONDO_0019391,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Langerhans cell histiocytosis,MONDO_0018310,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Leukocyte adhesion deficiency type I,Orphanet_99842,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Sjogren syndrome,MONDO_0010030,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,T-cell acute lymphoblastic leukemia,MONDO_0004963,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,T-cell large granular lymphocyte leukemia,MONDO_0019469,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,T-cell prolymphocytic leukemia,MONDO_0019468,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Waldenstrom macroglobulinemia,MONDO_0100280,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,Wiskott-Aldrich syndrome,MONDO_0010518,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,X-linked hyper-IgM syndrome,Orphanet_101088,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,X-linked lymphoproliferative disease,Orphanet_2442,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 3,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,adult T-cell leukemia/lymphoma,MONDO_0019471,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,antiphospholipid syndrome,MONDO_8000010,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,autoimmune hemolytic anemia,MONDO_0020108,Phase 3,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,autoimmune thrombocytopenic purpura,MONDO_0008558,Phase 3,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,bone marrow failure syndrome,MONDO_0000159,Phase 3,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,chronic graft versus host disease,MONDO_0020547,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,chronic granulomatous disease,MONDO_0018305,Phase 3,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,common variable immunodeficiency,MONDO_0015517,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,follicular lymphoma,MONDO_0018906,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,graft versus host disease,MONDO_0013730,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,hemophagocytic syndrome,MONDO_0015540,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,high grade B-cell lymphoma,MONDO_0044889,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,hyper-IgM syndrome type 1,MONDO_0010626,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,MONDO_0010580,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,inborn error of immunity,MONDO_0003778,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,inherited bone marrow failure syndrome,EFO_0022976,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,juvenile myelomonocytic leukemia,MONDO_0011908,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,leukocyte adhesion deficiency,MONDO_0017570,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,lymphoplasmacytic lymphoma,MONDO_0000432,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,mantle cell lymphoma,MONDO_0018876,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,multiple sclerosis,MONDO_0005301,Approved,1
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,myeloid leukemia,MONDO_0004643,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,relapsing-remitting multiple sclerosis,MONDO_0005314,Phase 3,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,rheumatoid arthritis,MONDO_0008383,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,severe combined immunodeficiency,MONDO_0015974,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,systemic lupus erythematosus,MONDO_0007915,Phase 1,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,systemic sclerosis,MONDO_0005100,Phase 2,0
ALEMTUZUMAB,CHEMBL1201587,Antibody,CD52,INHIBITOR,CAMPATH-1 antigen inhibitor,type 1 diabetes mellitus,MONDO_0005147,Phase 3,0
ALENDRONIC ACID,CHEMBL870,Small molecule,FDPS,INHIBITOR,Farnesyl diphosphate synthase inhibitor,ankylosing spondylitis,MONDO_0005306,Unknown,0
ALENDRONIC ACID,CHEMBL870,Small molecule,FDPS,INHIBITOR,Farnesyl diphosphate synthase inhibitor,plasma cell myeloma,MONDO_0009693,Unknown,0
ALENDRONIC ACID,CHEMBL870,Small molecule,FDPS,INHIBITOR,Farnesyl diphosphate synthase inhibitor,rheumatoid arthritis,MONDO_0008383,Phase 2,0
ALFACALCIDOL,CHEMBL1601669,Small molecule,VDR,AGONIST,Vitamin D receptor agonist,Graves disease,MONDO_0005364,Phase 2,0
ALFUZOSIN,CHEMBL709,Small molecule,ADRA1A;ADRA1B;ADRA1D,AGONIST,Adrenergic receptor alpha-1 agonist,multiple sclerosis,MONDO_0005301,Phase 3,0
ALICAFORSEN,CHEMBL2108326,Oligonucleotide,ICAM1,ANTISENSE INHIBITOR,Intercellular adhesion molecule-1 mRNA 3'UTR antisense inhibitor,Crohn disease,MONDO_0005011,Phase 3,0
ALICAFORSEN,CHEMBL2108326,Oligonucleotide,ICAM1,ANTISENSE INHIBITOR,Intercellular adhesion molecule-1 mRNA 3'UTR antisense inhibitor,ulcerative colitis,MONDO_0005101,Phase 2,0
ALIROCUMAB,CHEMBL2109540,Antibody,PCSK9,INHIBITOR,Subtilisin/kexin type 9 inhibitor,type 1 diabetes mellitus,MONDO_0005147,Phase 3,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 1,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 1,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,Burkitt lymphoma,MONDO_0007243,Phase 2,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,acute megakaryoblastic leukemia,MONDO_0018872,Unknown,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,follicular lymphoma,MONDO_0018906,Phase 2,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,mantle cell lymphoma,MONDO_0018876,Phase 2,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,myelofibrosis,MONDO_0044903,Unknown,0
ALISERTIB,CHEMBL483158,Small molecule,AURKA,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
ALITRETINOIN,CHEMBL705,Small molecule,RARA;RARB;RARG;RXRA;RXRB;RXRG,AGONIST,Retinoid receptor agonist,cutaneous lupus erythematosus,MONDO_0005282,Phase 2,0
ALITRETINOIN,CHEMBL705,Small molecule,RARA;RARB;RARG;RXRA;RXRB;RXRG,AGONIST,Retinoid receptor agonist,hand eczema,EFO_0022959,Phase 3,0
ALITRETINOIN,CHEMBL705,Small molecule,RARA;RARB;RARG;RXRA;RXRB;RXRG,AGONIST,Retinoid receptor agonist,palmoplantar pustulosis,MONDO_0015597,Phase 2,0
ALLOPURINOL,CHEMBL1467,Small molecule,XDH,INHIBITOR,Xanthine dehydrogenase inhibitor,Burkitt lymphoma,MONDO_0007243,Phase 2,0
ALLOPURINOL,CHEMBL1467,Small molecule,XDH,INHIBITOR,Xanthine dehydrogenase inhibitor,inflammatory bowel disease,MONDO_0005265,Phase 1,0
ALLOPURINOL,CHEMBL1467,Small molecule,XDH,INHIBITOR,Xanthine dehydrogenase inhibitor,rheumatoid arthritis,MONDO_0008383,Phase 2,0
ALLOPURINOL,CHEMBL1467,Small molecule,XDH,INHIBITOR,Xanthine dehydrogenase inhibitor,ulcerative colitis,MONDO_0005101,Phase 3,0
ALPELISIB,CHEMBL2396661,Small molecule,PIK3CA,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 1,0
ALPELISIB,CHEMBL2396661,Small molecule,PIK3CA,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,lymphangioma,MONDO_0002013,Unknown,0
ALPELISIB,CHEMBL2396661,Small molecule,PIK3CA,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,lymphatic malformation,MONDO_0019313,Phase 3,0
