gene,group,mis_z_score
GCKR,non-target,-0.0283
GCLC,non-target,3.39
GCLM,non-target,1.97
GCM1,non-target,2.64
GCM2,non-target,1.91
GCN1,non-target,6.08
GCNA,non-target,2.35
GCNT1,non-target,0.924
GCNT2,non-target,-1.82
GCNT3,non-target,-3.29
GCNT4,non-target,0.418
GCNT7,non-target,0.408
GCOM1,non-target,-0.457
GCSAM,non-target,0.627
GCSAML,non-target,0.357
GCSH,non-target,1.11
GDA,non-target,2.27
GDAP1,non-target,1.22
GDAP1L1,non-target,2.49
GDAP2,non-target,0.726
GDE1,non-target,0.733
GDF1,non-target,-0.408
GDF10,non-target,-1.48
GDF11,non-target,3.68
GDF15,non-target,-0.364
GDF2,in-trial,0.603
GDF3,non-target,-0.238
GDF5,non-target,0.749
GDF6,non-target,0.826
GDF7,non-target,0.0241
GDF9,non-target,-0.224
GDI1,non-target,4.77
GDI2,non-target,2.26
GDNF,non-target,0.729
GDPD1,non-target,2.43
GDPD2,non-target,1.79
GDPD3,non-target,1.11
GDPD4,non-target,-0.157
GDPD5,non-target,1.73
GDPGP1,non-target,0.8
GEM,non-target,0.788
GEMIN2,non-target,-0.314
GEMIN4,non-target,0.0933
GEMIN5,non-target,-0.284
GEMIN6,non-target,-2.06
GEMIN7,non-target,0.551
GEMIN8,non-target,0.622
GEN1,non-target,-0.128
GET1,non-target,0.313
GET1-SH3BGR,non-target,0.707
GET3,non-target,2.51
GET4,non-target,-2.06
GFAP,non-target,2.06
GFER,non-target,-0.507
GFI1,non-target,1.76
GFI1B,non-target,0.329
GFM1,non-target,0.91
GFM2,non-target,1.39
GFOD1,non-target,2.78
GFOD2,non-target,1.04
GFPT1,non-target,6.09
GFPT2,non-target,1.5
GFRA1,non-target,1.13
GFRA2,non-target,-0.383
GFRA3,non-target,2.33
GFRA4,non-target,0.508
GFRAL,non-target,-0.78
GFUS,non-target,-0.171
GFY,non-target,0.0972
GGA1,non-target,1.51
GGA2,non-target,0.0614
GGA3,non-target,-0.777
GGACT,non-target,-0.219
GGCT,non-target,0.414
GGCX,non-target,1.79
GGH,non-target,0.372
GGN,non-target,-0.909
GGNBP2,non-target,3.83
GGPS1,non-target,1.47
GGT1,non-target,4.88
GGT2P,non-target,7.55
GGT5,non-target,-0.161
GGT6,non-target,0.264
GGT7,non-target,2.39
GGTA1,non-target,-3.47
GGTLC1,non-target,0.126
GGTLC2,non-target,2.44
GGTLC3,non-target,2.5
GH1,non-target,-0.537
GH2,non-target,-0.824
GHDC,non-target,1.03
GHITM,non-target,0.201
GHR,in-trial,-0.423
GHRH,non-target,0.764
GHRHR,non-target,-0.177
GHRL,non-target,-1.82
GHSR,in-trial,-0.406
GID4,non-target,1.94
GID8,non-target,2.88
GIGYF1,non-target,-1.04
GIGYF2,non-target,2.98
GIMAP1,non-target,-0.233
GIMAP1-GIMAP5,non-target,0.322
GIMAP2,non-target,-0.563
GIMAP4,non-target,-0.156
GIMAP5,non-target,0.32
GIMAP6,non-target,0.595
GIMAP7,non-target,0.826
GIMAP8,non-target,-0.0908
GIMD1,non-target,-0.444
GIN1,non-target,0.0419
GINM1,non-target,0.446
GINS1,non-target,0.0808
GINS2,non-target,-2.49
GINS3,non-target,0.506
GINS4,non-target,0.745
GIP,non-target,-0.272
GIPC1,non-target,0.834
GIPC2,non-target,-0.511
GIPC3,non-target,0.0436
GIPR,in-trial,-0.9
GIT1,non-target,4.1
GIT2,non-target,3.25
GJA1,non-target,3.76
GJA10,non-target,-0.553
GJA3,non-target,0.845
GJA4,non-target,1.75
GJA5,non-target,1.35
GJA8,non-target,-0.973
GJA9,non-target,0.917
GJB1,non-target,2.97
GJB2,non-target,0.144
GJB3,non-target,0.392
GJB4,non-target,-0.16
GJB5,non-target,0.56
GJB6,non-target,0.681
GJB7,non-target,0.102
GJC1,non-target,3.56
GJC2,non-target,0.0312
GJC3,non-target,0.363
GJD2,non-target,2.86
GJD3,non-target,0.554
GJD4,non-target,-2.5
GJE1,non-target,-4.66
GK,non-target,5.55
GK2,non-target,0.429
GK3,non-target,2.96
GK5,non-target,2.49
GKAP1,non-target,0.815
GKN1,non-target,0.185
GKN2,non-target,-0.761
GLA,non-target,2.86
GLB1,non-target,0.859
GLB1L,non-target,0.128
GLB1L2,non-target,0.656
GLB1L3,non-target,0.0188
GLCCI1,non-target,-0.041
GLCE,non-target,2.93
GLDC,non-target,-1.44
GLDN,non-target,-1.08
GLE1,non-target,1.52
GLG1,non-target,1.45
GLI1,non-target,1.63
GLI2,non-target,1.05
GLI3,non-target,0.818
GLI4,non-target,-2.89
GLIPR1,non-target,0.979
GLIPR1L1,non-target,-0.369
GLIPR1L2,non-target,-1.23
GLIPR2,non-target,-0.148
GLIS1,non-target,0.496
GLIS2,non-target,0.614
GLIS3,non-target,-5.74
GLMN,non-target,1.18
GLMP,non-target,0.979
GLO1,non-target,-0.00544
GLOD4,non-target,-0.861
GLOD5,non-target,-0.661
GLP1R,in-trial,1.62
GLP2R,in-trial,2.12
GLRA1,non-target,2.57
GLRA2,non-target,3.18
GLRA3,non-target,1.02
GLRB,non-target,0.223
GLRX,non-target,0.919
GLRX2,non-target,0.0245
GLRX3,non-target,0.241
GLRX5,non-target,-0.518
GLS,in-trial,4.51
GLS2,non-target,3.14
GLT1D1,non-target,-0.29
GLT6D1,non-target,0.258
GLT8D1,non-target,0.831
GLT8D2,non-target,0.625
GLTP,non-target,1.35
GLTPD2,non-target,-0.493
GLUD1,non-target,4.43
GLUD2,non-target,1.93
GLUL,non-target,3.56
GLYAT,non-target,-1.3
GLYATL1,non-target,-0.256
GLYATL1B,non-target,-1.8
GLYATL2,non-target,-0.408
GLYATL3,non-target,-0.398
GLYCTK,non-target,0.0434
GLYR1,non-target,1.89
GM2A,non-target,-0.137
GMCL1,non-target,1.47
GMCL2,non-target,0.686
GMDS,non-target,2.32
GMEB1,non-target,3.25
GMEB2,non-target,2.47
GMFB,non-target,0.948
GMFG,non-target,0.553
GMIP,non-target,2.46
GML,non-target,0.222
GMNC,non-target,-0.0887
GMNN,non-target,0.458
GMPPA,non-target,1.6
GMPPB,non-target,0.987
GMPR,non-target,-0.287
GMPR2,non-target,0.74
GMPS,in-trial,3.66
GNA11,non-target,4.66
GNA12,non-target,2.25
GNA13,non-target,3.25
GNA14,non-target,-0.54
GNA15,non-target,-0.117
GNAI1,non-target,2.45
GNAI2,non-target,4.89
GNAI3,non-target,1.43
GNAL,non-target,3.48
GNAO1,non-target,6.1
GNAQ,non-target,5.88
GNAS,non-target,6.67
GNAT1,non-target,1.32
GNAT2,non-target,1.57
GNAT3,non-target,-0.514
GNAZ,non-target,4.97
GNB1,non-target,5.34
GNB1L,non-target,0.869
GNB2,non-target,3.67
GNB3,non-target,0.925
GNB4,non-target,2.16
GNB5,non-target,0.738
GNE,non-target,4.26
GNG10,non-target,1.34
GNG11,non-target,0.843
GNG12,non-target,0.69
GNG13,non-target,-0.683
GNG14,non-target,-2.87
GNG2,non-target,1.52
GNG3,non-target,1.5
GNG4,non-target,-0.0405
GNG5,non-target,1.1
GNG5B,non-target,-0.262
GNG7,non-target,0.262
GNG8,non-target,0.317
GNGT1,non-target,-0.594
GNGT2,non-target,0.815
GNL1,non-target,3.0
GNL2,non-target,0.736
GNL3,non-target,0.167
GNL3L,non-target,1.36
GNLY,non-target,0.279
GNMT,non-target,0.708
GNPAT,non-target,1.47
GNPDA1,non-target,2.3
GNPDA2,non-target,1.14
GNPNAT1,non-target,1.59
GNPTAB,non-target,1.75
GNPTG,non-target,-2.9
GNRH1,non-target,-0.209
GNRH2,non-target,-0.0572
GNRHR,in-trial,0.352
GNS,non-target,1.96
GOLGA1,non-target,1.62
GOLGA2,non-target,1.49
GOLGA3,non-target,0.301
GOLGA4,non-target,0.0122
GOLGA5,non-target,1.4
GOLGA6A,non-target,9.19
GOLGA6B,non-target,7.72
GOLGA6C,non-target,8.14
GOLGA6D,non-target,6.94
GOLGA6L1,non-target,5.12
GOLGA6L10,non-target,9.46
GOLGA6L2,non-target,2.08
GOLGA6L22,non-target,6.34
GOLGA6L4,non-target,5.14
GOLGA6L6,non-target,7.92
GOLGA6L7,non-target,3.38
GOLGA6L9,non-target,4.3
GOLGA7,non-target,1.74
GOLGA7B,non-target,1.58
GOLGA8A,non-target,6.07
GOLGA8B,non-target,5.54
GOLGA8F,non-target,4.03
GOLGA8G,non-target,3.69
GOLGA8H,non-target,4.79
GOLGA8J,non-target,6.69
GOLGA8K,non-target,8.96
GOLGA8M,non-target,4.67
GOLGA8N,non-target,5.14
GOLGA8O,non-target,5.35
GOLGA8Q,non-target,7.05
GOLGA8R,non-target,3.57
GOLGA8S,non-target,4.67
GOLGA8T,non-target,6.11
GOLGB1,non-target,2.22
GOLIM4,non-target,-0.0574
GOLM1,non-target,0.197
GOLM2,non-target,0.847
GOLPH3,non-target,0.94
GOLPH3L,non-target,0.982
GOLT1A,non-target,0.951
GOLT1B,non-target,0.519
GON4L,non-target,4.17
GON7,non-target,0.417
GOPC,non-target,2.07
GORAB,non-target,-0.0867
GORASP1,non-target,1.53
GORASP2,non-target,1.29
GOSR1,non-target,0.595
GOSR2,non-target,0.245
GOT1,non-target,2.62
GOT1L1,non-target,0.417
GOT2,non-target,2.34
GP1BA,in-trial,1.42
GP1BB,non-target,-0.22
GP2,non-target,0.337
GP5,non-target,-0.281
GP6,non-target,-0.817
GP9,non-target,0.377
GPA33,non-target,-0.337
GPAA1,non-target,0.63
GPALPP1,non-target,0.523
GPAM,non-target,1.83
GPANK1,non-target,-0.311
GPAT2,non-target,2.56
GPAT3,non-target,0.309
GPAT4,non-target,3.51
GPATCH1,non-target,1.09
GPATCH11,non-target,-0.513
GPATCH2,non-target,0.455
GPATCH2L,non-target,2.07
GPATCH3,non-target,0.117
GPATCH4,non-target,1.29
GPATCH8,non-target,2.39
GPBAR1,non-target,0.784
GPBP1,non-target,1.7
GPBP1L1,non-target,-0.296
GPC1,non-target,0.385
GPC2,non-target,0.736
GPC3,non-target,1.91
GPC4,non-target,2.6
GPC5,non-target,-0.558
GPC6,non-target,1.08
GPCPD1,non-target,3.22
GPD1,non-target,0.363
GPD1L,non-target,1.75
GPD2,in-trial,2.11
GPER1,non-target,1.74
GPHA2,non-target,0.443
GPHB5,non-target,0.288
GPHN,non-target,4.34
GPI,non-target,1.61
GPIHBP1,non-target,0.277
GPKOW,non-target,0.97
GPLD1,non-target,0.0986
GPM6A,non-target,2.57
GPM6B,non-target,2.08
GPN1,non-target,-0.0628
GPN2,non-target,-0.0127
GPN3,non-target,1.21
GPNMB,non-target,0.242
GPR101,non-target,0.771
GPR107,non-target,1.55
GPR108,non-target,0.583
GPR119,in-trial,1.74
GPR12,non-target,2.08
GPR132,non-target,2.04
GPR135,non-target,-0.775
GPR137,non-target,1.31
GPR137B,non-target,0.132
GPR137C,non-target,0.232
GPR139,non-target,1.41
GPR141,non-target,0.0188
GPR142,non-target,0.455
GPR143,non-target,0.923
GPR146,non-target,-4.87
GPR148,non-target,0.231
GPR149,non-target,-1.25
GPR15,non-target,-0.589
GPR150,non-target,-1.3
GPR151,non-target,-0.0887
GPR152,non-target,1.17
GPR153,non-target,0.177
GPR155,non-target,2.61
GPR156,non-target,1.27
GPR157,non-target,0.411
GPR158,non-target,0.662
GPR160,non-target,0.71
GPR161,non-target,2.14
GPR162,non-target,1.48
GPR17,non-target,-0.0168
GPR171,non-target,0.918
GPR173,non-target,3.2
GPR174,non-target,0.909
GPR176,non-target,1.13
GPR179,non-target,1.82
GPR18,non-target,0.694
GPR180,non-target,-0.111
ACKR5,non-target,0.324
GPR183,non-target,1.59
GPR19,non-target,1.81
GPR20,non-target,0.619
GPR21,non-target,0.265
GPR22,non-target,2.67
GPR25,non-target,0.0384
GPR26,non-target,2.19
GPR27,non-target,0.718
GPR3,non-target,2.1
GPR31,non-target,0.138
GPR32,non-target,0.423
GPR33,non-target,-0.0233
GPR34,non-target,1.99
GPR35,non-target,1.05
GPR37,non-target,1.11
GPR37L1,non-target,0.981
GPR39,non-target,-0.775
GPR4,non-target,2.52
GPR42,non-target,5.88
GPR45,non-target,1.09
GPR50,non-target,-0.241
GPR52,non-target,0.72
GPR55,non-target,0.634
GPR6,non-target,0.362
GPR61,non-target,3.24
GPR62,non-target,0.522
GPR63,non-target,0.82
GPR65,non-target,0.435
GPR68,non-target,0.0956
GPR75,non-target,-0.608
GPR78,non-target,-2.19
GPR82,non-target,0.123
GPR83,non-target,-1.35
GPR84,in-trial,1.43
GPR85,non-target,2.93
GPR87,non-target,-0.133
GPR88,non-target,2.15
GPHRA,non-target,6.33
GPHRB,non-target,6.11
GPRASP1,non-target,1.57
GPRASP2,non-target,1.51
GPRC5A,non-target,-0.399
GPRC5B,non-target,2.13
GPRC5C,non-target,0.701
GPRC5D,approved,0.821
GPRC6A,non-target,-0.0832
GPRIN1,non-target,0.249
GPRIN2,non-target,-4.79
GPRIN3,non-target,-0.693
GPS1,non-target,2.08
GPS2,non-target,0.863
GPSM1,non-target,-0.115
GPSM2,non-target,1.73
GPSM3,non-target,0.824
GPT,non-target,-2.4
GPT2,non-target,2.6
GPX1,non-target,0.463
GPX2,non-target,0.238
GPX3,non-target,0.217
GPX4,non-target,-2.14
GPX5,non-target,0.957
GPX6,non-target,0.58
GPX7,non-target,-0.0182
GPX8,non-target,0.739
GRAMD1A,non-target,2.18
GRAMD1B,non-target,1.63
GRAMD1C,non-target,0.407
GRAMD2A,non-target,0.266
GRAMD2B,non-target,1.46
GRAMD4,non-target,2.97
GRAP,non-target,2.12
GRAP2,non-target,1.11
GRB10,non-target,3.12
GRB14,non-target,0.00184
GRB2,in-trial,4.58
GRB7,non-target,1.34
GREB1,non-target,2.65
GREB1L,non-target,6.23
GREM1,non-target,1.36
GREM2,non-target,0.245
GRHL1,non-target,2.75
GRHL2,non-target,2.42
GRHL3,non-target,1.94
GRHPR,non-target,1.12
GRIA1,in-trial,4.71
GRIA2,in-trial,6.67
GRIA3,in-trial,5.7
GRIA4,in-trial,4.46
GRID1,non-target,2.67
GRID2,non-target,0.886
GRID2IP,non-target,-0.505
GRIFIN,non-target,-0.307
GRIK1,in-trial,0.727
GRIK2,in-trial,3.47
GRIK3,in-trial,4.15
GRIK4,in-trial,3.08
GRIK5,in-trial,4.21
GRIN1,in-trial,8.46
GRIN2A,approved,3.78
GRIN2B,in-trial,8.08
GRIN2C,in-trial,-0.697
GRIN2D,in-trial,3.45
GRIN3A,in-trial,0.79
GRIN3B,in-trial,-2.4
GRINA,non-target,0.126
GRIP1,non-target,2.29
GRIP2,non-target,1.72
GRIPAP1,non-target,2.57
GRK1,non-target,-0.523
GRK2,non-target,4.47
GRK3,non-target,2.96
GRK4,non-target,-0.464
GRK5,non-target,2.5
GRK6,non-target,3.42
GRK7,non-target,1.02
GRM1,non-target,3.75
GRM2,non-target,3.38
GRM3,non-target,3.37
GRM4,non-target,4.06
GRM5,non-target,4.58
GRM6,non-target,0.0654
GRM7,non-target,2.36
GRM8,non-target,1.52
GRN,non-target,1.09
GRP,non-target,-0.834
GRPEL1,non-target,-0.64
GRPEL2,non-target,0.75
GRPR,non-target,0.835
GRSF1,non-target,-1.02
GRTP1,non-target,-1.04
GRWD1,non-target,0.46
GRXCR1,non-target,-0.557
GRXCR2,non-target,-0.283
GSAP,non-target,-0.0776
GSC,non-target,0.0477
GSC2,non-target,-2.06
GSDMA,non-target,0.0105
GSDMB,non-target,0.583
GSDMC,non-target,-1.06
GSDMD,non-target,-0.172
GSDME,non-target,-1.02
GSE1,non-target,-6.71
GSG1,non-target,0.196
GSG1L,non-target,0.534
GSG1L2,non-target,-4.72
GSK3A,in-trial,3.43
GSK3B,in-trial,4.02
GSKIP,non-target,0.548
GSN,non-target,1.67
GSPT1,non-target,3.47
GSPT2,non-target,3.23
GSR,approved,0.149
GSS,non-target,1.68
GSTA1,non-target,-0.964
GSTA2,non-target,-1.11
GSTA3,non-target,-1.46
GSTA4,non-target,0.476
GSTA5,non-target,-1.88
GSTCD,non-target,-0.0482
GSTK1,non-target,0.0094
GSTM1,non-target,3.21
GSTM2,non-target,1.38
GSTM3,non-target,0.397
GSTM4,non-target,0.882
GSTM5,non-target,-0.711
GSTO1,non-target,0.777
GSTO2,non-target,-0.00475
GSTP1,in-trial,-0.0248
GSTT2,non-target,2.48
GSTT2B,non-target,6.25
GSTZ1,non-target,0.226
GSX1,non-target,0.0236
GSX2,non-target,-0.403
QTMAN,non-target,0.681
GTF2A1,non-target,2.17
GTF2A1L,non-target,-3.07
GTF2A2,non-target,1.32
GTF2B,non-target,3.36
GTF2E1,non-target,1.6
GTF2E2,non-target,0.937
GTF2F1,non-target,0.975
GTF2F2,non-target,0.658
GTF2H1,non-target,2.52
GTF2H2,non-target,4.26
GTF2H2C,non-target,4.08
GTF2H3,non-target,0.893
GTF2H4,non-target,1.91
GTF2H5,non-target,0.14
GTF2I,non-target,5.47
GTF2IRD1,non-target,4.97
GTF2IRD2,non-target,9.43
GTF2IRD2B,non-target,8.98
GTF3A,non-target,-0.742
GTF3C1,non-target,4.53
GTF3C2,non-target,3.22
GTF3C3,non-target,2.87
GTF3C4,non-target,2.68
GTF3C5,non-target,0.712
GTF3C6,non-target,0.874
GTPBP1,non-target,3.9
GTPBP10,non-target,-0.167
GTPBP2,non-target,4.61
GTPBP3,non-target,-0.0936
GTPBP4,non-target,-0.806
GTPBP6,non-target,-2.08
GTPBP8,non-target,-0.666
GTSE1,non-target,0.34
GTSF1,non-target,1.66
GTSF1L,non-target,0.408
GUCA1A,non-target,-0.0434
CIMIP3,non-target,-2.85
GUCA1B,non-target,1.0
GUCA1C,non-target,-0.825
GUCA2A,non-target,-1.22
GUCA2B,non-target,0.0906
GUCD1,non-target,0.647
GUCY1A1,in-trial,0.316
GUCY1A2,in-trial,2.05
GUCY1B1,in-trial,3.4
GUCY2C,in-trial,1.69
GUCY2D,non-target,0.896
GUCY2F,non-target,-0.843
GUF1,non-target,-0.239
GUK1,non-target,0.402
GULP1,non-target,1.12
GUSB,non-target,1.72
GVQW3,non-target,0.086
GXYLT1,non-target,1.15
GXYLT2,non-target,-0.12
GYG1,non-target,-0.211
GYG2,non-target,0.34
GYPA,non-target,0.372
GYPB,non-target,-0.932
GYPC,non-target,-1.72
GYPE,non-target,0.125
GYS1,non-target,1.55
GYS2,non-target,-0.381
GZF1,non-target,1.67
GZMA,non-target,0.237
GZMB,non-target,-0.626
GZMH,non-target,-1.01
GZMK,non-target,-0.52
GZMM,non-target,-0.473
H1-0,non-target,0.303
H1-1,non-target,-6.67
H1-10,non-target,-0.225
H1-2,non-target,-10.9
H1-3,non-target,-10.2
H1-4,non-target,-9.0
H1-5,non-target,-5.86
H1-6,non-target,-7.92
H1-7,non-target,-0.907
H1-8,non-target,0.554
H2AB1,non-target,4.28
H2AC1,non-target,-1.43
H2AC11,non-target,-0.332
H2AC12,non-target,-1.91
H2AC13,non-target,1.79
H2AC14,non-target,1.25
H2AC15,non-target,-1.91
H2AC16,non-target,-1.12
H2AC17,non-target,-0.997
H2AC20,non-target,1.67
H2AC21,non-target,0.156
H2AC4,non-target,-2.53
H2AC6,non-target,0.846
H2AC7,non-target,-3.47
H2AC8,non-target,1.17
H2AJ,non-target,1.5
H2AP,non-target,-0.46
H2AC25,non-target,0.661
H2AX,non-target,2.89
H2AZ1,non-target,4.55
H2AZ2,non-target,4.03
H2BC1,non-target,-1.72
H2BC10,non-target,-0.734
H2BC11,non-target,-1.46
H2BC12,non-target,1.9
H2BC13,non-target,0.209
H2BC14,non-target,-2.32
H2BC15,non-target,0.7
H2BC17,non-target,0.0199
H2BC18,non-target,2.21
H2BC21,non-target,2.41
H2BC3,non-target,-1.96
H2BC4,non-target,-0.239
H2BC5,non-target,-0.204
H2BC6,non-target,-1.38
H2BC7,non-target,-1.89
H2BC8,non-target,-0.988
H2BC9,non-target,-1.68
H2BK1,non-target,0.246
H2BC26,non-target,-0.206
H2BW1,non-target,-0.186
H2BW2,non-target,-2.03
H3-7,non-target,-0.388
H3-3A,non-target,5.57
H3-3B,non-target,4.6
H3-4,non-target,-2.87
H3-5,non-target,0.34
H3C1,non-target,-4.12
H3C10,non-target,0.985
H3C11,non-target,-0.139
H3C12,non-target,0.752
H3C13,non-target,0.716
H3C2,non-target,1.44
H3C3,non-target,-0.427
H3C4,non-target,-0.71
H3C6,non-target,-3.19
H3C7,non-target,0.83
H3C8,non-target,-1.23
H3Y1,non-target,-2.96
H3Y2,non-target,-1.66
H4C16,non-target,-0.201
H4C1,non-target,0.868
H4C11,non-target,2.88
H4C12,non-target,2.52
H4C13,non-target,-0.854
H4C2,non-target,-4.29
H4C3,non-target,-1.33
H4C4,non-target,-2.59
H4C5,non-target,-0.257
H4C6,non-target,-2.97
H4C7,non-target,-0.347
H4C8,non-target,-2.41
H4C9,non-target,-0.26
H6PD,non-target,-0.366
HAAO,non-target,-0.971
HABP2,non-target,-1.54
HABP4,non-target,1.06
HACD1,non-target,-0.348
HACD2,non-target,0.724
HACD3,non-target,1.57
HACD4,non-target,-1.19
HACE1,non-target,4.54
HACL1,non-target,-0.132
HADH,non-target,1.01
HADHA,non-target,1.79
HADHB,non-target,1.45
HAGH,non-target,-1.22
HAGHL,non-target,-2.62
HAL,non-target,0.569
HAMP,non-target,-0.0359
HAND1,non-target,-0.0141
HAND2,non-target,0.931
HAO1,non-target,-0.286
HAO2,non-target,-0.941
HAP1,non-target,-0.604
HAPLN1,non-target,0.665
HAPLN2,non-target,0.588
HAPLN3,non-target,-0.159
HAPLN4,non-target,0.271
HARBI1,non-target,1.01
HARS1,non-target,2.27
HARS2,non-target,0.978
HAS1,non-target,-1.87
HAS2,non-target,5.0
HAS3,non-target,3.53
HASPIN,non-target,0.0339
HAT1,non-target,1.83
HAUS1,non-target,0.0809
HAUS2,non-target,-0.416
HAUS3,non-target,-1.33
HAUS4,non-target,1.21
HAUS5,non-target,1.29
HAUS6,non-target,-0.471
HAUS7,non-target,0.329
HAUS8,non-target,0.332
HAVCR1,non-target,0.453
HAVCR2,in-trial,0.623
HAX1,non-target,0.102
HBA1,non-target,3.9
HBA2,non-target,2.29
HBB,non-target,0.673
HBD,non-target,-0.474
HBE1,non-target,0.124
HBEGF,non-target,1.33
HBG1,non-target,2.51
HBG2,non-target,3.31
HBM,non-target,-0.567
HBP1,non-target,2.27
HBQ1,non-target,-0.827
HBS1L,non-target,1.31
HBZ,non-target,2.19
HCAR1,non-target,0.0749
HCAR2,non-target,2.55
HCAR3,non-target,1.85
HCCS,non-target,1.85
HCFC1,non-target,7.58
HCFC1R1,non-target,-1.28
HCFC2,non-target,5.21
HCK,approved,2.09
HCLS1,non-target,0.175
HCN1,non-target,4.32
HCN2,non-target,2.78
HCN3,non-target,1.94
HCN4,non-target,3.08
HCRT,non-target,-0.468
HCRTR1,non-target,1.48
HCRTR2,non-target,1.23
HCST,non-target,0.623
HDAC1,approved,4.3
HDAC10,approved,-0.831
HDAC11,approved,1.47
HDAC2,approved,5.39
HDAC3,approved,5.19
HDAC4,approved,4.05
HDAC5,approved,4.68
HDAC6,approved,4.13
HDAC7,approved,3.05
HDAC8,approved,4.51
HDAC9,approved,1.78
HDC,non-target,1.81
HDDC2,non-target,-0.291
HDDC3,non-target,-0.594
HDGF,non-target,2.18
HDGFL1,non-target,-1.27
HDGFL2,non-target,-0.0363
HDGFL3,non-target,1.16
HDHD2,non-target,0.346
HDHD3,non-target,0.457
HDHD5,non-target,-0.519
HDLBP,non-target,5.73
HDX,non-target,-0.731
HEATR1,non-target,0.724
HEATR3,non-target,1.25
HEATR4,non-target,1.23
HEATR5A,non-target,-0.0093
HEATR5B,non-target,1.8
HEATR6,non-target,0.972
HEATR9,non-target,0.29
HEBP1,non-target,0.171
HEBP2,non-target,0.236
HECA,non-target,2.82
HECTD1,non-target,7.02
HECTD2,non-target,4.76
HECTD3,non-target,1.55
HECTD4,non-target,10.1
HECW1,non-target,3.44
HECW2,non-target,4.54
HEG1,non-target,1.53
HELB,non-target,0.972
HELLS,non-target,4.65
HELQ,non-target,1.05
HELT,non-target,-0.936
HELZ,non-target,4.75
HELZ2,non-target,0.724
HEMGN,non-target,0.613
HEMK1,non-target,1.05
HENMT1,non-target,0.622
HEPACAM,non-target,1.74
HEPACAM2,non-target,0.581
HEPH,non-target,-3.2
HEPHL1,non-target,-0.243
HEPN1,non-target,0.264
HERC1,non-target,5.54
HERC2,non-target,10.6
HERC3,non-target,4.95
HERC4,non-target,6.28
HERC5,non-target,-0.311
HERC6,non-target,1.19
HERPUD1,non-target,1.36
HERPUD2,non-target,0.83
HES1,non-target,1.12
HES2,non-target,-0.165
HES3,non-target,-0.133
HES4,non-target,-1.33
HES5,non-target,-1.05
HES6,non-target,-0.895
HES7,non-target,-0.35
HESX1,non-target,0.339
HEXA,non-target,0.0675
HEXB,non-target,0.983
HEXD,non-target,1.23
HEXIM1,non-target,1.67
HEXIM2,non-target,-0.478
HEY1,non-target,0.306
HEY2,non-target,0.0174
HEYL,non-target,0.5
HFE,non-target,1.15
HFM1,non-target,0.0735
HGD,non-target,0.0932
HGF,in-trial,2.48
HGFAC,non-target,-1.54
HGH1,non-target,-0.413
HGS,non-target,0.956
HGSNAT,non-target,0.324
HHAT,non-target,-0.0726
HHATL,non-target,0.766
HHEX,non-target,0.705
HHIP,non-target,0.836
HHIPL1,non-target,1.28
HHIPL2,non-target,0.357
HHLA1,non-target,-0.721
HHLA2,non-target,0.62
HIBADH,non-target,-0.0627
HIBCH,non-target,-0.0065
HIC1,non-target,1.44
HIC2,non-target,2.18
HID1,non-target,2.45
HIF1A,non-target,2.69
HIF1AN,non-target,2.31
HIF3A,non-target,0.612
HIGD1A,non-target,0.463
HIGD1B,non-target,-0.572
HIGD1C,non-target,0.08
HIGD2A,non-target,0.0621
HIGD2B,non-target,-2.03
HIKESHI,non-target,1.56
HILPDA,non-target,0.0755
HINFP,non-target,2.63
HINT1,non-target,0.396
HINT2,non-target,-0.15
HINT3,non-target,0.816
HIP1,non-target,2.82
HIP1R,non-target,-0.329
HIPK1,non-target,3.92
HIPK2,non-target,3.54
HIPK3,non-target,1.88
HIPK4,non-target,1.94
HIRA,non-target,5.65
HIRIP3,non-target,-0.956
HIVEP1,non-target,0.938
HIVEP2,non-target,3.34
HIVEP3,non-target,2.4
HJURP,non-target,0.395
HJV,non-target,-0.345
HK1,non-target,5.49
HK2,non-target,3.23
HK3,non-target,0.15
HKDC1,non-target,-0.0361
HLA-A,non-target,1.91
HLA-B,non-target,1.76
HLA-C,non-target,2.74
HLA-DMA,non-target,1.92
HLA-DMB,non-target,1.5
HLA-DOA,non-target,0.197
HLA-DOB,non-target,0.448
HLA-DPA1,non-target,1.05
HLA-DPB1,non-target,1.57
HLA-DQA1,non-target,4.14
HLA-DQA2,non-target,1.69
HLA-DQB1,non-target,3.97
HLA-DQB2,non-target,1.62
HLA-DRA,non-target,1.74
HLA-DRB1,in-trial,4.59
HLA-DRB5,in-trial,4.34
HLA-E,non-target,2.5
HLA-F,non-target,1.48
HLA-G,non-target,0.746
HLCS,non-target,1.41
HLF,non-target,1.95
HLTF,non-target,0.595
HLX,non-target,-0.18
HM13,non-target,2.89
HMBOX1,non-target,3.43
HMBS,non-target,1.21
HMCES,non-target,0.81
HMCN1,non-target,1.54
HMCN2,non-target,1.13
HMG20A,non-target,1.98
HMG20B,non-target,-0.344
HMGA1,non-target,1.7
HMGA2,non-target,0.997
HMGB1,non-target,4.67
HMGB1P1,non-target,2.37
HMGB2,non-target,2.09
HMGB3,non-target,2.73
HMGB4,non-target,0.0989
HMGCL,non-target,0.408
HMGCLL1,non-target,-0.721
HMGCR,in-trial,5.01
