gene,group,mis_z_score
ARTN,other,1.03
ARV1,other,1.04
ARVCF,other,-0.995
ARX,other,2.74
AS3MT,other,1.11
ASAH1,other,-3.45
ASAH2,other,0.812
ASAH2B,other,1.99
ASAP1,other,3.91
ASAP2,other,3.39
ASAP3,other,1.85
ASB1,other,1.1
ASB10,other,-0.215
ASB11,other,-0.0551
ASB12,other,-2.11
ASB13,other,-0.517
ASB14,other,-0.218
ASB15,other,0.439
ASB16,other,-1.07
ASB17,other,0.291
ASB18,other,-0.641
ASB2,other,-0.574
ASB3,other,-1.94
ASB4,other,-0.553
ASB5,other,-0.0472
ASB6,other,0.736
ASB7,other,4.78
ASB8,other,1.42
ASB9,other,0.378
ASCC1,other,1.09
ASCC2,other,1.62
ASCC3,other,3.05
ASCL1,other,1.41
ASCL2,other,-0.235
ASCL3,other,-0.396
ASCL4,other,-1.94
ASCL5,other,0.179
ASDURF,other,0.206
ASF1A,other,2.85
ASF1B,other,0.679
ASGR1,other,-0.492
ASGR2,other,0.0313
ASH1L,other,4.68
ASH2L,other,3.53
ASIC1,other,3.52
ASIC2,other,1.52
ASIC3,other,-0.55
ASIC4,other,1.27
ASIC5,other,-0.699
ASIP,other,-0.353
ASL,other,1.43
ASMT,other,-1.82
ASMTL,other,-1.88
ASNS,other,2.65
ASNSD1,other,0.685
ASPA,other,1.14
ASPDH,other,-0.426
ASPG,other,0.808
ASPH,other,-0.00695
ASPHD1,other,0.84
ASPHD2,other,2.47
ASPM,other,-0.371
ASPN,other,1.22
ASPRV1,other,0.5
ASPSCR1,other,-0.0439
ASRGL1,other,-0.0412
ASS1,other,1.7
ASTE1,other,1.43
ASTL,other,0.869
ASTN1,other,2.08
ASTN2,other,1.64
ASXL1,other,1.52
ASXL2,other,2.02
ASXL3,other,0.849
ASZ1,other,-0.408
ATAD1,other,2.98
ATAD2,other,2.6
ATAD2B,other,5.24
ATAD3A,other,1.96
ATAD3B,other,-0.672
ATAD3C,other,0.173
ATAD5,other,2.84
ATAT1,other,1.3
ATCAY,other,1.18
ATE1,other,0.621
ATF1,other,1.58
ATF2,other,3.02
ATF3,other,1.12
ATF4,other,-2.54
ATF5,other,-0.918
ATF6,other,0.814
ATF6B,other,1.48
ATF7,other,2.56
ATF7-NPFF,other,2.1
ATF7IP,other,2.08
ATF7IP2,other,-2.27
ATG10,other,0.772
ATG101,other,2.31
ATG12,other,-1.74
ATG13,other,1.82
ATG14,other,-0.353
ATG16L1,other,3.09
ATG16L2,other,0.531
ATG2A,other,2.51
ATG2B,other,1.59
ATG3,other,2.09
ATG4A,other,1.75
ATG4B,other,1.02
ATG4C,other,-1.21
ATG4D,other,0.245
ATG5,other,3.11
ATG7,other,1.05
ATG9A,other,3.48
ATG9B,other,-1.32
ATIC,other,-0.86
ATL1,other,4.27
ATL2,other,-0.57
ATL3,other,0.666
ATM,other,1.78
ATMIN,other,-0.424
ATN1,other,1.2
ATOH1,other,-0.714
ATOH7,other,-0.37
ATOH8,other,-1.04
ATOX1,other,0.64
ATP10A,other,0.308
ATP10B,other,-0.506
ATP10D,other,1.15
ATP11A,other,1.76
ATP11B,other,2.7
ATP11C,other,1.4
ATP12A,other,1.38
ATP13A1,other,2.77
ATP13A2,other,2.17
ATP13A3,other,3.92
ATP13A4,other,0.693
ATP13A5,other,0.743
ATP1A1,in_trials,9.1
ATP1A2,in_trials,7.47
ATP1A3,in_trials,10.2
ATP1A4,in_trials,1.08
ATP1B1,in_trials,3.43
ATP1B2,in_trials,1.46
ATP1B3,in_trials,2.29
ATP1B4,other,-1.2
ATP23,other,0.79
ATP2A1,other,2.8
ATP2A2,other,7.8
ATP2A3,other,2.52
ATP2B1,other,7.83
ATP2B2,other,6.94
ATP2B3,other,3.32
ATP2B4,other,4.32
ATP2C1,other,4.83
ATP2C2,other,-8.84
ATP4A,approved,3.9
ATP4B,approved,0.214
ATP5F1A,other,3.43
ATP5F1B,other,4.7
ATP5F1C,other,1.71
ATP5F1D,other,-1.3
ATP5F1E,other,-0.107
ATP5IF1,other,-0.497
ATP5MC1,other,1.79
ATP5MC2,other,1.39
ATP5MC3,other,1.28
ATP5ME,other,-1.37
ATP5MF,other,-0.149
ATP5MF-PTCD1,other,-0.0737
ATP5MG,other,0.407
ATP5MGL,other,0.157
ATP5MJ,other,0.293
ATP5MK,other,0.503
ATP5PB,other,0.583
ATP5PD,other,0.715
ATP5PF,other,0.289
ATP5PO,other,0.463
ATP6AP1,other,2.17
ATP6AP2,other,2.52
ATP6V0A1,other,4.93
ATP6V0A2,other,1.63
ATP6V0A4,other,1.81
ATP6V0B,other,2.52
ATP6V0C,other,3.88
ATP6V0D1,other,3.91
ATP6V0D2,other,-0.973
ATP6V0E1,other,-0.211
ATP6V0E2,other,0.82
ATP6V1A,other,5.35
ATP6V1B1,other,0.751
ATP6V1B2,other,2.89
ATP6V1C1,other,2.55
ATP6V1C2,other,1.06
ATP6V1D,other,1.59
ATP6V1E1,other,2.32
ATP6V1E2,other,-0.896
ATP6V1F,other,0.979
SPMIP1,other,0.096
ATP6V1G1,other,0.331
ATP6V1G2,other,1.39
ATP6V1G2-DDX39B,other,0.446
ATP6V1G3,other,0.216
ATP6V1H,other,1.5
ATP7A,other,2.3
ATP7B,other,0.0432
ATP8A1,other,3.67
ATP8A2,other,2.8
ATP8B1,other,3.31
ATP8B2,other,4.73
ATP8B3,other,-1.36
ATP8B4,other,-0.371
ATP9A,other,5.09
ATP9B,other,-0.0285
ATPAF1,other,1.41
ATPAF2,other,1.13
ATPSCKMT,other,-0.312
ATR,in_trials,7.6
ATRAID,other,-0.557
ATRIP,other,0.725
ATRN,other,3.73
ATRNL1,other,2.17
ATRX,other,4.05
ATXN1,other,1.53
ATXN10,other,0.214
ATXN1L,other,0.422
ATXN2,other,2.93
ATXN2L,other,1.36
ATXN3,other,2.1
ATXN3L,other,-0.741
ATXN7,other,-1.58
ATXN7L1,other,1.57
ATXN7L2,other,2.03
ATXN7L3,other,2.6
ATXN7L3B,other,-0.0606
AUH,other,-0.283
AUNIP,other,0.169
AUP1,other,0.47
AURKA,in_trials,2.78
AURKAIP1,other,-1.25
AURKB,in_trials,1.3
AURKC,in_trials,1.12
AUTS2,other,1.98
AVEN,other,-3.38
AVIL,other,1.67
AVL9,other,1.45
AVP,other,0.898
AVPI1,other,-0.34
AVPR1A,other,0.092
AVPR1B,other,-0.688
AVPR2,other,1.58
AWAT1,other,-0.394
AWAT2,other,1.28
AXDND1,other,-0.265
AXIN1,other,0.724
AXIN2,other,-0.421
AXL,approved,2.04
AZGP1,other,0.239
AZI2,other,0.497
AZIN1,other,2.26
AZIN2,other,0.839
AZU1,other,-0.36
B2M,other,1.21
B3GALNT1,other,0.929
B3GALNT2,other,1.35
B3GALT1,other,2.25
B3GALT2,other,1.72
B3GALT4,other,0.886
B3GALT5,other,1.47
B3GALT6,other,-1.63
B3GAT1,other,2.23
B3GAT2,other,0.0194
B3GAT3,other,1.98
B3GLCT,other,0.482
B3GNT2,other,1.46
B3GNT3,other,2.03
B3GNT4,other,-4.18
B3GNT5,other,1.46
B3GNT6,other,-0.99
B3GNT7,other,1.5
B3GNT8,other,0.528
B3GNT9,other,-1.22
QTGAL,other,0.0322
B4GALNT1,other,1.04
B4GALNT2,other,0.535
B4GALNT3,other,1.56
B4GALNT4,other,-0.758
B4GALT1,other,1.58
B4GALT2,other,2.27
B4GALT3,other,2.47
B4GALT4,other,0.863
B4GALT5,other,3.11
B4GALT6,other,1.83
B4GALT7,other,-1.13
B4GAT1,other,1.76
B9D1,other,0.353
B9D2,other,0.637
BAALC,other,-0.266
BAAT,other,0.284
BABAM1,other,0.839
BABAM2,other,1.83
BACE1,other,2.49
BACE2,other,1.66
BACH1,other,0.933
BACH2,other,3.45
BAD,other,-1.51
BAG1,other,-0.207
BAG2,other,0.836
BAG3,other,-0.455
BAG4,other,0.838
BAG5,other,0.685
BAG6,other,3.31
BAHCC1,other,-14.3
BAHD1,other,1.73
BAIAP2,other,1.96
BAIAP2L1,other,0.58
BAIAP2L2,other,-1.48
BAIAP3,other,-2.2
BAK1,other,2.18
BAMBI,other,-1.38
BANF1,other,2.57
BANF2,other,0.471
BANK1,other,-0.766
BANP,other,3.47
BAP1,other,3.68
BARD1,other,-0.754
BARHL1,other,1.14
BARHL2,other,0.933
BARX1,other,1.15
BARX2,other,-0.00215
BASP1,other,-0.585
BATF,other,1.3
BATF2,other,1.05
BATF3,other,0.923
BAX,other,0.496
BAZ1A,other,4.81
BAZ1B,other,4.77
BAZ2A,other,3.39
BAZ2B,other,1.71
BBC3,other,1.17
BBIP1,other,-0.0736
BBLN,other,0.451
BBOF1,other,1.15
BBOX1,other,0.0522
BBS1,other,0.804
BBS10,other,-0.000269
BBS12,other,1.22
BBS2,other,1.66
BBS4,other,-0.901
BBS5,other,0.969
BBS7,other,1.62
BBS9,other,0.795
BBX,other,1.35
BCAM,other,-0.2
BCAN,other,0.884
BCAP29,other,-1.16
BCAP31,other,2.12
BCAR1,other,-1.11
BCAR3,other,1.18
BCAS1,other,-0.334
BCAS2,other,1.23
BCAS3,other,3.1
BCAS4,other,0.389
BCAT1,other,0.123
BCAT2,other,0.817
BCCIP,other,0.0385
BCDIN3D,other,0.786
BCHE,other,-2.23
BCKDHA,other,1.61
BCKDHB,other,-0.0336
BCKDK,other,1.74
BCL10,other,1.83
BCL11A,other,4.05
BCL11B,other,4.0
BCL2,approved,1.44
BCL2A1,in_trials,1.4
BCL2L1,in_trials,2.39
BCL2L10,in_trials,-0.904
BCL2L11,other,-0.822
BCL2L12,other,0.652
BCL2L13,other,1.26
BCL2L14,other,0.122
BCL2L15,other,0.651
BCL2L2,in_trials,1.84
BCL2L2-PABPN1,in_trials,3.08
BCL3,other,1.29
BCL6,other,3.54
BCL6B,other,0.44
BCL7A,other,1.36
BCL7B,other,1.3
BCL7C,other,0.9
BCL9,other,0.598
BCL9L,other,0.731
BCLAF1,other,6.02
BCLAF3,other,1.12
BCO1,other,-1.79
BCO2,other,0.38
BCOR,other,2.16
BCORL1,other,3.13
BCR,approved,1.32
BCS1L,other,2.68
BDH1,other,0.423
BDH2,other,1.29
BDKRB1,other,0.555
BDKRB2,other,0.788
BDNF,other,2.93
BDP1,other,0.299
BEAN1,other,0.332
BECN1,other,2.26
BECN2,other,1.51
BEGAIN,other,0.855
BEND2,other,0.534
BEND3,other,3.06
BEND4,other,-0.078
BEND5,other,2.23
BEND6,other,0.788
BEND7,other,0.276
BEST1,other,1.08
BEST2,other,0.608
BEST3,other,0.775
BEST4,other,1.65
BET1,other,0.243
BET1L,other,-0.114
BEX1,other,0.566
BEX2,other,0.252
BEX3,other,1.65
BEX4,other,-0.587
BEX5,other,-0.441
BFAR,other,-0.682
BFSP1,other,0.363
BFSP2,other,0.147
BGLAP,other,0.526
BGN,other,0.486
BHLHA15,other,-0.0404
BHLHA9,other,0.489
GPRASP3,other,0.976
BHLHE22,other,0.204
BHLHE23,other,-0.459
BHLHE40,other,0.708
BHLHE41,other,-0.311
BHMT,other,1.34
BHMT2,other,0.911
BICC1,other,1.38
BICD1,other,2.97
BICD2,other,3.5
BICDL1,other,1.49
BICDL2,other,-2.01
BICRA,other,-0.844
BICRAL,other,3.21
BID,other,0.799
BIK,other,-0.209
BIN1,other,2.17
BIN2,other,1.49
BIN3,other,-0.87
BIRC2,in_trials,0.434
BIRC3,in_trials,1.13
BIRC5,in_trials,0.499
BIRC6,other,2.5
BIRC7,other,-0.166
BIVM,other,1.22
BIVM-ERCC5,other,1.19
BLCAP,other,1.71
BLID,other,-0.306
BLK,approved,-3.19
BLM,other,1.53
BLMH,other,1.73
BLNK,other,1.85
BLOC1S1,other,-0.735
BLOC1S2,other,0.946
BLOC1S3,other,0.198
BLOC1S4,other,-0.562
BLOC1S5,other,-0.271
BLOC1S5-TXNDC5,other,-0.659
BLOC1S6,other,0.644
BLVRA,other,0.79
BLVRB,other,0.222
BLZF1,other,0.408
BMERB1,other,0.225
BMF,other,0.589
BMI1,other,2.99
BMP1,other,2.04
BMP10,in_trials,0.937
BMP15,other,-0.708
BMP2,other,1.51
BMP2K,other,0.439
BMP3,other,-0.858
BMP4,other,1.73
BMP5,other,0.37
BMP6,other,-0.481
BMP7,other,2.41
BMP8A,other,5.16
BMP8B,other,4.63
BMPER,other,1.21
BMPR1A,other,4.31
BMPR1B,other,1.05
BMPR2,other,3.15
BMS1,other,2.22
SAMTOR,other,2.3
BMX,in_trials,0.341
BNC1,other,2.09
BNC2,other,0.203
BNIP1,other,0.0249
BNIP2,other,-0.946
BNIP3,other,1.37
BNIP3L,other,1.45
BNIP5,other,-0.145
BNIPL,other,0.832
BOC,other,2.22
BOD1,other,1.7
BOD1L1,other,0.633
BOD1L2,other,0.485
BOK,other,-0.973
BOLA1,other,0.119
BOLA3,other,0.842
BOLL,other,1.19
BOP1,other,-1.28
BORA,other,1.7
BORCS5,other,0.166
BORCS6,other,0.0366
BORCS7,other,0.289
BORCS7-ASMT,other,0.289
BORCS8,other,0.0235
BORCS8-MEF2B,other,1.51
BPGM,other,1.1
BPHL,other,0.434
BPI,other,-0.714
BPIFA1,other,-0.985
BPIFA2,other,-0.0467
BPIFA3,other,-0.283
BPIFB1,other,1.07
BPIFB2,other,0.209
BPIFB3,other,-0.622
BPIFB4,other,0.0448
BPIFB6,other,-0.698
BPIFC,other,0.34
BPNT1,other,1.32
BPNT2,other,0.282
BPTF,other,5.57
BRAF,in_trials,5.52
BRAP,other,2.46
BRAT1,other,-1.35
BRCA1,other,1.73
BRCA2,other,-0.0338
BRCC3,other,3.32
BRD1,other,3.79
BRD2,in_trials,-0.836
BRD3,in_trials,3.35
BRD4,in_trials,3.88
BRD7,other,2.17
BRD8,other,4.4
BRD9,other,1.22
BRDT,in_trials,1.01
BRF1,other,-1.58
BRF2,other,0.405
BRI3,other,1.21
BRI3BP,other,0.446
BRICD5,other,-3.55
BRINP1,other,2.04
BRINP2,other,1.48
BRINP3,other,-0.253
BRIP1,other,2.2
BRIX1,other,0.262
BRK1,other,1.53
BRME1,other,0.819
BRMS1,other,0.495
BRMS1L,other,2.17
BROX,other,-0.334
BRPF1,other,5.48
BRPF3,other,4.53
BRS3,other,2.01
BRSK1,other,4.6
BRSK2,other,3.23
BRWD1,other,3.92
BRWD3,other,4.99
BSCL2,other,0.84
BSDC1,other,1.3
BSG,in_trials,-0.812
BSN,other,3.64
BSND,other,0.788
BSPH1,other,0.452
BSPRY,other,0.188
BST1,other,-0.58
BST2,other,1.28
BSX,other,0.478
BTAF1,other,5.51
BTBD1,other,1.41
BTBD10,other,4.1
ABTB3,other,1.94
BTBD16,other,-0.31
BTBD17,other,0.994
BTBD18,other,0.87
BTBD19,other,1.4
BTBD2,other,1.39
BTBD3,other,3.81
BTBD6,other,-0.0555
BTBD7,other,2.57
BTBD8,other,1.68
BTBD9,other,2.53
BTC,other,-0.649
BTD,other,-0.395
BTF3,other,1.09
BTF3L4,other,2.96
BTG1,other,1.92
BTG2,other,0.279
BTG3,other,2.54
BTG4,other,1.11
BTK,approved,5.85
BTLA,other,1.19
BTN1A1,other,1.63
BTN2A1,other,0.332
BTN2A2,other,0.66
BTN3A1,other,1.59
BTN3A2,other,3.05
BTN3A3,other,1.46
BTNL2,other,2.31
BTNL3,other,2.35
BTNL8,other,1.56
BTNL9,other,-0.858
BTRC,other,2.34
BUB1,other,1.5
BUB1B,other,1.3
BUB1B-PAK6,other,-1.19
BUB3,other,2.35
BUD13,other,-0.456
BUD23,other,0.41
BUD31,other,1.15
POPDC1,other,0.255
BYSL,other,1.0
BZW1,other,5.5
BZW2,other,1.79
C10orf105,other,-0.542
C10orf120,other,-0.75
C10orf53,other,0.0321
C10orf62,other,0.0747
C10orf67,other,-3.38
C10orf71,other,-0.647
SPMIP5,other,0.54
C10orf88,other,0.483
C10orf90,other,-1.29
C10orf95,other,-1.99
GPR15LG,other,-0.0213
CFAP68,other,-0.0535
C11orf16,other,-0.241
C11orf21,other,0.109
C11orf24,other,0.429
C11orf42,other,-0.641
KCNJ5-AS1,other,0.326
CSTPP1,other,0.131
C11orf52,other,0.543
POU2AF2,other,-0.648
BKGD,other,-0.0836
C11orf58,other,2.06
C11orf65,other,-0.0646
C11orf68,other,-0.295
C11orf71,other,-0.377
TOP6BL,other,-0.0411
C11orf86,other,0.0893
C11orf87,other,0.38
C11orf91,other,0.859
FREY1,other,-0.962
C11orf96,other,0.57
C11orf97,other,-0.331
C11orf98,other,-0.94
RLIG1,other,0.195
FERRY3,other,1.76
REDIC1,other,-1.22
C12orf42,other,-0.471
C12orf43,other,0.24
ZC3H11D,other,0.261
C12orf54,other,-0.108
C12orf56,other,0.101
C12orf57,other,-1.84
C12orf60,other,-0.0192
C12orf71,other,0.776
UQCC6,other,-0.567
C12orf75,other,-0.411
C12orf76,other,-0.0345
C14orf119,other,0.128
C14orf132,other,-0.366
C14orf180,other,-0.169
DORIP1,other,-0.0526
C14orf39,other,-1.18
C14orf93,other,1.64
PRMT2IP,other,0.893
C15orf40,other,-1.13
COXFA4L3,other,0.815
C15orf61,other,-1.02
C15orf62,other,0.708
PIERCE2,other,0.0901
C16orf46,other,-2.7
C16orf54,other,1.28
HAPSTR1,other,1.66
CLMB,other,-1.45
C16orf78,other,-0.0466
C16orf82,other,0.893
C16orf86,other,0.519
HDIP1,other,2.14
C16orf89,other,-2.61
C16orf90,other,-0.541
UQCC4,other,-0.867
FIMP1,other,0.832
C16orf95,other,-1.73
C16orf96,other,-1.36
C17orf100,other,0.114
C17orf107,other,-0.864
C17orf113,other,1.87
BACC1,other,0.772
PGBDF,other,-0.832
C17orf58,other,0.395
CHCT1,other,0.311
C17orf67,other,-0.0615
C17orf75,other,0.898
C17orf78,other,1.37
MTNAP1,other,-0.954
LIAT1,other,1.71
SPMAP1,other,0.136
C17orf99,other,0.338
RMP24,other,-0.224
ARK2N,other,1.15
C18orf32,other,0.194
C18orf54,other,-1.14
C18orf63,other,1.03
C19orf12,other,1.02
C19orf18,other,0.28
C19orf25,other,-1.2
C19orf33,other,-0.259
C19orf38,other,0.949
C19orf44,other,1.68
C19orf47,other,0.88
C19orf53,other,-1.36
ACTMAP,other,-0.288
C19orf67,other,0.907
TEKTIP1,other,-3.41
C19orf73,other,-1.07
C19orf81,other,-0.16
C19orf84,other,0.619
C1D,other,0.811
C1GALT1,other,0.0255
C1GALT1C1,other,1.63
C1GALT1C1L,other,-1.51
C1QA,other,1.26
C1QB,other,1.07
C1QBP,other,0.425
C1QC,other,0.657
C1QL1,other,0.749
C1QL2,other,0.287
C1QL3,other,2.16
C1QL4,other,-0.12
C1QTNF1,other,0.157
C1QTNF12,other,-1.5
C1QTNF2,other,0.243
C1QTNF3,other,0.773
C1QTNF3-AMACR,other,0.918
C1QTNF4,other,-1.1
C1QTNF5,other,1.35
C1QTNF6,other,1.31
C1QTNF7,other,0.802
C1QTNF8,other,-2.42
C1QTNF9,other,4.54
C1QTNF9B,other,4.58
C1R,other,0.601
C1RL,other,1.04
C1S,approved,1.82
SPMIP3,other,0.436
C1orf105,other,-0.16
AIRIM,other,0.313
FIRRM,other,1.38
C1orf115,other,-0.465
C1orf116,other,-0.781
C1orf122,other,0.607
CIROZ,other,0.807
FSAF1,other,0.612
C1orf141,other,-0.278
C1orf146,other,0.232
CFAP107,other,0.12
C1orf159,other,0.417
C1orf162,other,0.331
C1orf167,other,3.28
C1orf174,other,-0.0247
C1orf185,other,0.149
CFAP141,other,0.312
CFAP276,other,0.487
C1orf198,other,0.99
C1orf21,other,1.41
C1orf210,other,0.166
C1orf216,other,0.658
C1orf226,other,0.539
C1orf232,other,0.447
C1orf35,other,-0.839
LTAP1,other,0.482
C1orf50,other,-0.582
C1orf52,other,-0.304
C1orf53,other,-1.89
C1orf54,other,-0.0259
C1orf56,other,0.549
KPLCE,other,-0.29
C1orf74,other,0.56
C1orf87,other,-0.58
C1orf94,other,-0.362
C2,other,2.07
C20orf141,other,-0.506
C20orf144,other,-1.84
C20orf173,other,1.09
C20orf202,other,-0.443
C20orf203,other,-0.42
C20orf204,other,-3.48
ADISSP,other,1.4
CIMIP1,other,-0.369
C20orf96,other,-0.697
C21orf58,other,-0.538
EPCIP,other,1.27
C21orf91,other,0.723
C22orf15,other,0.65
C22orf23,other,0.932
C22orf31,other,0.166
C22orf39,other,-1.33
C22orf42,other,1.21
C2CD2,other,1.63
C2CD2L,other,1.81
C2CD3,other,1.89
C2CD4A,other,-0.638
C2CD4B,other,-1.18
C2CD4C,other,-0.727
C2CD4D,other,-0.0148
C2CD5,other,3.19
CATSPERT,other,3.17
C2orf15,other,0.559
SPATA31H1,other,1.02
C2orf42,other,1.12
TSLIG2,other,-0.381
CIMIP5,other,-0.275
C2orf66,other,0.203
C2orf68,other,-0.436
C2orf69,other,1.28
C2orf72,other,-0.287
CIMIP6,other,-1.18
DEMA1,other,0.0404
C2orf76,other,0.0192
C2orf78,other,0.65
C2orf80,other,0.308
C2orf81,other,0.732
AKAP19,other,-0.0245
C3,in_trials,4.46
C3AR1,other,0.0799
CEP15,other,0.258
C3orf18,other,0.523
FAM194C,other,0.856
C3orf22,other,0.128
MISO1,other,0.599
C3orf38,other,0.694
C3orf49,other,-3.97
C3orf52,other,-0.114
PRR23E,other,-0.639
C3orf62,other,0.211
C3orf70,other,-0.344
C3orf80,other,0.335
CIMIP7,other,0.672
C3orf85,other,-0.717
C4A,other,7.52
C4B,other,7.96
C4BPA,other,2.4
C4BPB,other,0.511
C4orf17,other,-0.000292
PGCKA1,other,1.14
ARLN,other,-0.142
C4orf33,other,0.536
C4orf36,other,-0.114
SPMIP2,other,-0.172
C4orf46,other,-0.429
CFAP96,other,0.616
NICOL1,other,-1.7
C4orf50,other,-1.31
C4orf51,other,-0.342
C4orf54,other,-1.62
C5,approved,2.59
C5AR1,approved,0.883
C5AR2,other,0.187
C5orf15,other,0.296
C5orf22,other,0.67
C5orf24,other,1.85
C5orf34,other,0.0425
C5orf46,other,0.4
C5orf47,other,-0.652
CFAP90,other,-0.102
RIMOC1,other,0.553
C5orf52,other,0.207
C5orf58,other,-0.19
C5orf63,other,0.365
C6,other,-1.25
C6orf118,other,-1.1
C6orf120,other,-1.23
C6orf132,other,0.659
C6orf136,other,0.68
C6orf141,other,-0.586
C6orf15,other,1.16
C6orf163,other,1.02
PEX39,other,-0.944
C6orf47,other,0.982
C6orf52,other,0.516
C6orf58,other,0.423
C6orf62,other,2.06
C6orf89,other,0.765
C7,other,-0.789
C7orf25,other,1.71
INTS15,other,-2.36
SPMIP4,other,0.0193
C7orf33,other,0.957
CHLSN,other,-1.01
C7orf57,other,0.365
SPACDR,other,1.04
C8A,other,-0.905
C8B,other,-1.03
C8G,other,-0.851
C8orf33,other,-1.85
C8orf34,other,-0.144
C8orf44-SGK3,other,1.72
C8orf48,other,-4.85
C8orf58,other,-1.11
C8orf74,other,-3.22
C8orf76,other,-0.393
C8orf82,other,-1.69
C8orf88,other,0.687
C8orf89,other,0.109
C9,other,-1.22
PIERCE1,other,0.271
SPATA31G1,other,-0.945
CFAP95,other,-0.581
C9orf152,other,-0.172
C9orf153,other,0.12
SPMIP6,other,-0.0375
C9orf40,other,0.325
C9orf43,other,0.396
C9orf50,other,0.827
C9orf57,other,0.728
QNG1,other,0.315
C9orf72,other,-0.649
C9orf78,other,1.77
C9orf85,other,0.442
CA1,in_trials,-0.593
CA10,other,1.26
CA11,other,1.83
CA12,in_trials,0.308
CA13,other,0.0935
CA14,other,0.319
CA2,in_trials,0.354
CA3,other,0.788
CA4,in_trials,0.0576
CA5A,other,-0.942
CA5B,other,0.434
CA6,other,0.108
CA7,other,3.1
CA8,other,1.88
CA9,other,0.13
CAAP1,other,-1.76
CAB39,other,2.79
CAB39L,other,0.558
CABCOCO1,other,-0.408
CABIN1,other,3.55
CABLES1,other,1.03
CABLES2,other,0.854
CABP1,other,2.61
CABP2,other,0.0525
CABP4,other,-0.611
CABP5,other,-0.00215
CABP7,other,1.18
CABS1,other,-0.707
CABYR,other,0.535
CACFD1,other,-0.8
CACHD1,other,2.5
CACNA1A,in_trials,7.41
CACNA1B,in_trials,6.26
CACNA1C,in_trials,9.49
CACNA1D,in_trials,7.34
CACNA1E,in_trials,9.02
CACNA1F,in_trials,2.49
CACNA1G,in_trials,6.39
CACNA1H,in_trials,-6.08
CACNA1I,in_trials,6.03
CACNA1S,in_trials,0.639
CACNA2D1,in_trials,4.69
CACNA2D2,in_trials,3.5
CACNA2D3,in_trials,1.85
CACNA2D4,in_trials,0.775
CACNB1,in_trials,2.69
CACNB2,in_trials,-1.27
CACNB3,in_trials,2.61
CACNB4,in_trials,3.08
CACNG1,in_trials,0.428
CACNG2,in_trials,1.88
CACNG3,in_trials,3.74
CACNG4,in_trials,1.97
CACNG5,in_trials,0.42
CACNG6,in_trials,0.293
CACNG7,in_trials,1.82
CACNG8,in_trials,2.36
CACTIN,other,2.81
CACUL1,other,0.991
CACYBP,other,2.58
CAD,other,6.05
CADM1,other,3.06
CADM2,other,2.2
CADM3,other,1.62
CADM4,other,1.99
CADPS,other,3.32
CADPS2,other,1.57
CAGE1,other,1.18
CALB1,other,1.88
CALB2,other,-0.109
CALCA,other,0.138
CALCB,other,-0.453
CALCOCO1,other,2.09
CALCOCO2,other,1.11
CALCR,in_trials,0.544
CALCRL,other,2.14
CALD1,other,1.39
CALHM1,other,0.735
CALHM2,other,0.504
CALHM3,other,-0.666
CALHM4,other,0.68
CALHM5,other,0.102
CALHM6,other,-0.269
CALM1,other,5.05
CALM2,other,4.49
CALM3,other,4.17
CALML3,other,0.469
CALML4,other,-0.251
CALML5,other,-0.0119
CALML6,other,-0.176
CALN1,other,1.45
CALR,other,0.993
CALR3,other,0.502
CALU,other,2.36
CALY,other,0.841
CAMK1,other,0.299
CAMK1D,other,3.81
CAMK1G,other,1.39
CAMK2A,other,7.25
CAMK2B,other,4.67
CAMK2D,other,3.41
CAMK2G,other,4.65
CAMK2N1,other,1.25
CAMK2N2,other,0.959
CAMK4,other,1.56
CAMKK1,other,1.17
CAMKK2,other,2.39
CAMKMT,other,-0.537
CAMKV,other,4.84
CAMLG,other,0.109
CAMP,other,0.234
CAMSAP1,other,1.36
CAMSAP2,other,3.85
CAMSAP3,other,1.71
CAMTA1,other,5.42
CAMTA2,other,2.11
CAND1,other,5.69
CAND2,other,1.62
CANT1,other,0.809
CANX,other,2.34
CAP1,other,2.89
CAP2,other,1.57
CAPG,other,0.536
CAPN1,other,1.96
CAPN10,other,1.06
CAPN11,other,0.586
CAPN12,other,-1.87
CAPN13,other,-0.672
CAPN14,other,-0.128
CAPN15,other,-0.0232
CAPN2,other,1.55
CAPN3,other,0.535
CAPN5,other,1.41
CAPN6,other,0.706
CAPN7,other,0.91
CAPN8,other,-0.885
CAPN9,other,0.264
CAPNS1,other,0.443
CAPNS2,other,0.554
CAPRIN1,other,1.18
CAPRIN2,other,0.744
CAPS,other,-0.399
CAPS2,other,-0.686
CAPSL,other,-0.787
CAPZA1,other,1.74
CAPZA2,other,2.19
CAPZA3,other,-0.253
CAPZB,other,4.04
CARD10,other,2.18
CARD11,other,4.09
CARD14,other,0.466
CARD16,other,-0.506
CARD18,other,-1.18
CARD19,other,0.173
CARD6,other,-0.0499
CARD8,other,1.57
CARD9,other,-0.404
CARF,other,1.24
CARHSP1,other,-4.25
CARM1,other,5.93
CARMIL1,other,3.0
CARMIL2,other,1.33
CARMIL3,other,2.41
CARNMT1,other,1.73
CARNS1,other,0.359
CARS1,other,1.17
CARS2,other,-0.401
CARTPT,other,0.251
CASC3,other,1.38
CASD1,other,2.42
CASK,other,5.76
CASKIN1,other,-0.0531
CASKIN2,other,1.17
CASP1,in_trials,0.108
CASP10,in_trials,0.00918
