gene,culture_condition,n_sig
ALG12,Stim48hr,0
ALG12,Stim8hr,1
ALG13,Rest,1
ALG13,Stim48hr,0
ALG13,Stim8hr,0
ALG14,Rest,0
ALG14,Stim48hr,1
ALG14,Stim8hr,1
ALG2,Rest,0
ALG2,Stim48hr,0
ALG2,Stim8hr,1
ALG3,Rest,0
ALG3,Stim48hr,0
ALG3,Stim8hr,1
ALG5,Rest,1
ALG5,Stim48hr,0
ALG5,Stim8hr,0
ALG6,Rest,2
ALG6,Stim48hr,0
ALG6,Stim8hr,2
ALG8,Rest,2
ALG8,Stim48hr,0
ALG8,Stim8hr,3
ALG9,Rest,0
ALG9,Stim48hr,0
ALG9,Stim8hr,0
ALKAL2,Rest,0
ALKAL2,Stim48hr,0
ALKAL2,Stim8hr,0
ALKBH1,Rest,0
ALKBH1,Stim48hr,0
ALKBH1,Stim8hr,0
ALKBH2,Rest,1
ALKBH2,Stim48hr,0
ALKBH2,Stim8hr,0
ALKBH3,Rest,0
ALKBH3,Stim48hr,0
ALKBH3,Stim8hr,0
ALKBH4,Rest,0
ALKBH4,Stim48hr,0
ALKBH4,Stim8hr,0
ALKBH5,Rest,0
ALKBH5,Stim48hr,0
ALKBH5,Stim8hr,1
ALKBH6,Rest,0
ALKBH6,Stim48hr,0
ALKBH6,Stim8hr,0
ALKBH7,Rest,0
ALKBH7,Stim48hr,0
ALKBH7,Stim8hr,0
ALKBH8,Rest,0
ALKBH8,Stim48hr,0
ALKBH8,Stim8hr,0
ALMS1,Rest,0
ALMS1,Stim48hr,0
ALMS1,Stim8hr,0
ALOX12,Rest,0
ALOX12,Stim48hr,0
ALOX12,Stim8hr,0
ALOX5,Rest,0
ALOX5,Stim48hr,0
ALOX5,Stim8hr,0
ALOX5AP,Rest,0
ALOX5AP,Stim48hr,0
ALOX5AP,Stim8hr,0
ALPK1,Rest,0
ALPK1,Stim48hr,0
ALPK1,Stim8hr,0
ALPL,Rest,0
ALPL,Stim48hr,0
ALPL,Stim8hr,0
ALS2,Rest,0
ALS2,Stim48hr,0
ALS2,Stim8hr,0
ALS2CL,Rest,0
ALS2CL,Stim48hr,0
ALS2CL,Stim8hr,0
ALX1,Rest,0
ALX1,Stim48hr,0
ALX1,Stim8hr,0
ALX3,Rest,0
ALX3,Stim48hr,0
ALX3,Stim8hr,0
ALX4,Rest,0
ALX4,Stim48hr,0
ALX4,Stim8hr,0
AMBRA1,Rest,0
AMBRA1,Stim48hr,0
AMBRA1,Stim8hr,0
AMD1,Rest,0
AMD1,Stim48hr,0
AMD1,Stim8hr,0
AMDHD1,Rest,0
AMDHD1,Stim48hr,0
AMDHD1,Stim8hr,0
AMDHD2,Rest,0
AMDHD2,Stim48hr,0
AMDHD2,Stim8hr,0
AMER1,Rest,0
AMER1,Stim48hr,0
AMER1,Stim8hr,0
AMFR,Rest,0
AMFR,Stim48hr,0
AMFR,Stim8hr,0
AMIGO1,Rest,0
AMIGO1,Stim48hr,0
AMIGO1,Stim8hr,0
AMIGO2,Rest,0
AMIGO2,Stim48hr,0
AMIGO2,Stim8hr,0
AMMECR1,Rest,0
AMMECR1,Stim48hr,0
AMMECR1,Stim8hr,0
AMMECR1L,Stim48hr,0
AMMECR1L,Stim8hr,0
AMN,Stim8hr,0
AMN1,Rest,0
AMN1,Stim48hr,0
AMN1,Stim8hr,0
AMOT,Rest,0
AMOT,Stim48hr,0
AMOT,Stim8hr,0
AMPD2,Rest,0
AMPD2,Stim48hr,0
AMPD2,Stim8hr,0
AMPD3,Rest,0
AMPD3,Stim48hr,0
AMPD3,Stim8hr,0
AMT,Rest,0
AMT,Stim48hr,0
AMT,Stim8hr,0
AMY2B,Rest,0
AMY2B,Stim48hr,0
AMY2B,Stim8hr,0
AMZ2,Rest,0
AMZ2,Stim48hr,0
AMZ2,Stim8hr,0
ANAPC10,Rest,0
ANAPC10,Stim48hr,0
ANAPC10,Stim8hr,0
ANAPC11,Rest,0
ANAPC11,Stim48hr,0
ANAPC11,Stim8hr,0
ANAPC13,Rest,0
ANAPC13,Stim48hr,0
ANAPC13,Stim8hr,0
ANAPC15,Rest,0
ANAPC15,Stim48hr,0
ANAPC15,Stim8hr,0
ANAPC16,Rest,0
ANAPC16,Stim48hr,0
ANAPC16,Stim8hr,0
ANAPC5,Stim48hr,0
ANAPC5,Stim8hr,0
ANAPC7,Rest,0
ANAPC7,Stim48hr,0
ANAPC7,Stim8hr,0
ANGEL1,Rest,0
ANGEL1,Stim48hr,0
ANGEL1,Stim8hr,0
ANGEL2,Rest,0
ANGEL2,Stim48hr,0
ANGEL2,Stim8hr,0
ANGPT2,Rest,0
ANGPT2,Stim48hr,0
ANGPT2,Stim8hr,0
ANGPTL4,Rest,0
ANGPTL4,Stim48hr,0
ANGPTL4,Stim8hr,0
ANGPTL6,Rest,0
ANGPTL6,Stim48hr,0
ANGPTL6,Stim8hr,0
ANHX,Rest,0
ANHX,Stim48hr,0
ANHX,Stim8hr,0
ANK1,Rest,0
ANK1,Stim48hr,0
ANK1,Stim8hr,0
ANK3,Rest,0
ANK3,Stim48hr,0
ANK3,Stim8hr,0
ANKAR,Rest,5
ANKAR,Stim48hr,0
ANKAR,Stim8hr,0
ANKDD1A,Rest,0
ANKDD1A,Stim48hr,0
ANKDD1A,Stim8hr,0
ANKEF1,Rest,0
ANKEF1,Stim48hr,0
ANKEF1,Stim8hr,0
ANKFY1,Rest,0
ANKFY1,Stim48hr,0
ANKFY1,Stim8hr,0
ANKH,Rest,0
ANKH,Stim48hr,0
ANKH,Stim8hr,0
ANKHD1-EIF4EBP3,Rest,0
ANKHD1-EIF4EBP3,Stim48hr,0
ANKHD1-EIF4EBP3,Stim8hr,0
ANKK1,Rest,0
ANKK1,Stim48hr,0
ANKK1,Stim8hr,0
ANKLE1,Rest,0
ANKLE1,Stim48hr,0
ANKLE1,Stim8hr,0
ANKLE2,Rest,0
ANKLE2,Stim48hr,0
ANKLE2,Stim8hr,0
ANKMY1,Rest,0
ANKMY1,Stim48hr,0
ANKMY1,Stim8hr,0
ANKMY2,Rest,0
ANKMY2,Stim48hr,0
ANKMY2,Stim8hr,1
ANKRA2,Stim8hr,0
ANKRD10,Rest,0
ANKRD10,Stim48hr,0
ANKRD10,Stim8hr,0
ANKRD11,Rest,0
ANKRD11,Stim48hr,0
ANKRD11,Stim8hr,1
ANKRD12,Rest,0
ANKRD12,Stim48hr,0
ANKRD12,Stim8hr,0
ANKRD13A,Rest,0
ANKRD13A,Stim48hr,0
ANKRD13A,Stim8hr,0
ANKRD13B,Rest,0
ANKRD13B,Stim48hr,0
ANKRD13B,Stim8hr,0
ANKRD13C,Rest,0
ANKRD13C,Stim48hr,0
ANKRD13C,Stim8hr,0
ANKRD13C-DT,Rest,0
ANKRD13C-DT,Stim48hr,0
ANKRD13C-DT,Stim8hr,0
ANKRD13D,Rest,0
ANKRD13D,Stim48hr,0
ANKRD13D,Stim8hr,0
ANKRD16,Rest,0
ANKRD16,Stim48hr,0
ANKRD16,Stim8hr,0
ANKRD17,Rest,0
ANKRD17,Stim48hr,0
ANKRD17,Stim8hr,0
ANKRD18A,Rest,0
ANKRD18A,Stim48hr,0
ANKRD18A,Stim8hr,0
ANKRD23,Rest,0
ANKRD23,Stim48hr,0
ANKRD23,Stim8hr,0
ANKRD26,Rest,0
ANKRD26,Stim48hr,0
ANKRD26,Stim8hr,0
ANKRD27,Rest,0
ANKRD27,Stim48hr,0
ANKRD27,Stim8hr,0
ANKRD28,Rest,0
ANKRD28,Stim48hr,0
ANKRD28,Stim8hr,0
ANKRD31,Rest,0
ANKRD31,Stim48hr,0
ANKRD31,Stim8hr,0
ANKRD33B,Rest,0
ANKRD33B,Stim48hr,0
ANKRD33B,Stim8hr,0
ANKRD36,Rest,0
ANKRD36,Stim48hr,0
ANKRD36,Stim8hr,0
ANKRD36B,Rest,0
ANKRD36B,Stim48hr,0
ANKRD36B,Stim8hr,0
ANKRD36C,Rest,0
ANKRD36C,Stim48hr,0
ANKRD36C,Stim8hr,0
ANKRD37,Rest,0
ANKRD37,Stim48hr,0
ANKRD37,Stim8hr,0
ANKRD39,Rest,0
ANKRD39,Stim48hr,0
ANKRD39,Stim8hr,0
ANKRD40,Rest,0
ANKRD40,Stim48hr,0
ANKRD40,Stim8hr,0
ANKRD42,Rest,0
ANKRD42,Stim48hr,0
ANKRD42,Stim8hr,0
ANKRD44,Rest,0
ANKRD44,Stim48hr,0
ANKRD44,Stim8hr,0
ANKRD46,Rest,0
ANKRD46,Stim48hr,0
ANKRD46,Stim8hr,0
ANKRD49,Rest,0
ANKRD49,Stim48hr,0
ANKRD49,Stim8hr,0
ANKRD52,Stim48hr,0
ANKRD52,Stim8hr,0
ANKRD54,Rest,0
ANKRD54,Stim48hr,0
ANKRD54,Stim8hr,0
ANKRD6,Rest,0
ANKRD6,Stim8hr,0
ANKRD61,Rest,0
ANKRD61,Stim48hr,0
ANKRD61,Stim8hr,0
ANKRD9,Rest,0
ANKRD9,Stim48hr,0
ANKRD9,Stim8hr,0
ANKS1A,Rest,0
ANKS1A,Stim48hr,0
ANKS1A,Stim8hr,0
ANKS3,Rest,0
ANKS3,Stim48hr,0
ANKS3,Stim8hr,0
ANKS6,Rest,0
ANKS6,Stim48hr,0
ANKS6,Stim8hr,0
ANKZF1,Rest,5
ANKZF1,Stim48hr,0
ANKZF1,Stim8hr,0
ANO10,Rest,0
ANO10,Stim48hr,0
ANO10,Stim8hr,0
ANO6,Rest,0
ANO6,Stim48hr,0
ANO6,Stim8hr,0
ANO8,Rest,0
ANO8,Stim48hr,0
ANO8,Stim8hr,0
ANO9,Rest,0
ANO9,Stim48hr,0
ANO9,Stim8hr,0
ANP32A,Rest,0
ANP32A,Stim48hr,0
ANP32A,Stim8hr,0
ANP32B,Rest,0
ANP32B,Stim48hr,1
ANP32B,Stim8hr,2
ANP32E,Rest,0
ANP32E,Stim48hr,0
ANP32E,Stim8hr,0
ANPEP,Rest,0
ANPEP,Stim48hr,0
ANPEP,Stim8hr,0
ANTKMT,Rest,0
ANTKMT,Stim48hr,0
ANTKMT,Stim8hr,0
ANTXR2,Rest,0
ANTXR2,Stim48hr,0
ANTXR2,Stim8hr,0
ANXA1,Rest,0
ANXA1,Stim48hr,0
ANXA1,Stim8hr,0
ANXA11,Rest,0
ANXA11,Stim48hr,0
ANXA11,Stim8hr,0
ANXA2,Rest,0
ANXA2,Stim48hr,0
ANXA2,Stim8hr,0
ANXA2R,Rest,0
ANXA2R,Stim48hr,0
ANXA2R,Stim8hr,0
ANXA3,Rest,0
ANXA3,Stim48hr,0
ANXA3,Stim8hr,0
ANXA4,Rest,0
ANXA4,Stim48hr,0
ANXA4,Stim8hr,0
ANXA5,Rest,0
ANXA5,Stim48hr,0
ANXA5,Stim8hr,0
ANXA6,Rest,0
ANXA6,Stim48hr,0
ANXA6,Stim8hr,0
ANXA7,Rest,0
ANXA7,Stim48hr,0
ANXA7,Stim8hr,0
ANXA9,Rest,0
ANXA9,Stim48hr,0
ANXA9,Stim8hr,0
AOAH,Rest,0
AOAH,Stim48hr,0
AOAH,Stim8hr,0
AOC2,Rest,0
AOC2,Stim48hr,0
AOC2,Stim8hr,0
AOC3,Rest,0
AOC3,Stim48hr,0
AOC3,Stim8hr,0
AOPEP,Rest,0
AOPEP,Stim48hr,0
AOPEP,Stim8hr,0
AP1AR,Rest,0
AP1AR,Stim8hr,0
AP1B1,Rest,0
AP1B1,Stim48hr,0
AP1B1,Stim8hr,0
AP1G1,Rest,0
AP1G1,Stim48hr,0
AP1G1,Stim8hr,0
AP1G2,Rest,0
AP1G2,Stim48hr,0
AP1G2,Stim8hr,0
AP1M1,Rest,0
AP1M1,Stim48hr,0
AP1M1,Stim8hr,0
AP1S1,Rest,0
AP1S1,Stim48hr,0
AP1S1,Stim8hr,0
AP1S2,Rest,3
AP1S2,Stim48hr,0
AP1S2,Stim8hr,0
AP1S3,Rest,0
AP1S3,Stim48hr,0
AP1S3,Stim8hr,0
AP2A1,Rest,0
AP2A1,Stim48hr,0
AP2A1,Stim8hr,0
AP2A2,Rest,0
AP2A2,Stim48hr,0
AP2A2,Stim8hr,0
AP2B1,Rest,0
AP2B1,Stim48hr,0
AP2B1,Stim8hr,0
AP2S1,Rest,0
AP2S1,Stim48hr,0
AP2S1,Stim8hr,0
AP3B1,Rest,0
AP3B1,Stim48hr,0
AP3B1,Stim8hr,0
AP3D1,Rest,0
AP3D1,Stim48hr,0
AP3D1,Stim8hr,0
AP3M1,Rest,0
AP3M1,Stim48hr,0
AP3M1,Stim8hr,0
AP3M2,Rest,0
AP3M2,Stim48hr,0
AP3M2,Stim8hr,0
AP3S1,Rest,0
AP3S1,Stim48hr,0
AP3S1,Stim8hr,0
AP3S2,Rest,0
AP3S2,Stim48hr,0
AP3S2,Stim8hr,0
AP4B1,Rest,0
AP4B1,Stim48hr,0
AP4B1,Stim8hr,0
AP4E1,Rest,0
AP4E1,Stim48hr,0
AP4E1,Stim8hr,0
AP4M1,Rest,0
AP4M1,Stim48hr,0
AP4M1,Stim8hr,0
AP4S1,Rest,0
AP4S1,Stim48hr,0
AP4S1,Stim8hr,0
AP5B1,Rest,0
AP5B1,Stim48hr,0
AP5B1,Stim8hr,0
AP5M1,Rest,0
AP5M1,Stim48hr,0
AP5M1,Stim8hr,0
AP5S1,Rest,0
AP5S1,Stim48hr,0
AP5S1,Stim8hr,0
AP5Z1,Rest,0
AP5Z1,Stim48hr,0
AP5Z1,Stim8hr,0
APAF1,Rest,0
APAF1,Stim48hr,0
APAF1,Stim8hr,0
APBA1,Rest,0
APBA1,Stim48hr,0
APBA1,Stim8hr,0
APBA2,Rest,4
APBA2,Stim48hr,0
APBA2,Stim8hr,0
APBA3,Rest,0
APBA3,Stim48hr,0
APBA3,Stim8hr,0
APBB1,Rest,4
APBB1,Stim48hr,0
APBB1,Stim8hr,1
APBB1IP,Rest,0
APBB1IP,Stim48hr,0
APBB1IP,Stim8hr,0
APBB2,Rest,0
APBB2,Stim48hr,0
APBB2,Stim8hr,0
APBB3,Rest,0
APBB3,Stim48hr,0
APBB3,Stim8hr,0
APC,Rest,1
APC,Stim48hr,0
APC,Stim8hr,1
APEH,Rest,0
APEH,Stim48hr,0
APEH,Stim8hr,0
APEX1,Rest,0
APEX1,Stim48hr,0
APEX1,Stim8hr,1
APEX2,Rest,0
APEX2,Stim48hr,0
APEX2,Stim8hr,0
APH1A,Rest,0
APH1A,Stim48hr,0
APH1A,Stim8hr,0
APH1B,Rest,0
APH1B,Stim48hr,0
APH1B,Stim8hr,0
API5,Rest,0
API5,Stim48hr,0
API5,Stim8hr,0
APIP,Rest,1
APIP,Stim48hr,0
APIP,Stim8hr,0
APLF,Rest,0
APLF,Stim48hr,0
APLF,Stim8hr,0
APLP1,Rest,0
APLP1,Stim48hr,0
APLP1,Stim8hr,0
APLP2,Rest,0
APLP2,Stim48hr,0
APLP2,Stim8hr,0
APMAP,Rest,0
APMAP,Stim48hr,0
APMAP,Stim8hr,0
APOA1,Rest,0
APOA1,Stim48hr,0
APOA1,Stim8hr,0
APOA4,Rest,0
APOA4,Stim48hr,0
APOA4,Stim8hr,0
APOBEC2,Rest,0
APOBEC2,Stim48hr,0
APOBEC2,Stim8hr,0
APOBEC3A,Rest,0
APOBEC3A,Stim48hr,0
APOBEC3A,Stim8hr,0
APOBEC3B,Rest,0
APOBEC3B,Stim48hr,0
APOBEC3B,Stim8hr,0
APOBEC3C,Rest,0
APOBEC3C,Stim48hr,0
APOBEC3C,Stim8hr,0
APOBEC3D,Rest,0
APOBEC3D,Stim48hr,1
APOBEC3D,Stim8hr,0
APOBEC3F,Rest,0
APOBEC3F,Stim48hr,0
APOBEC3F,Stim8hr,0
APOBEC3G,Rest,0
APOBEC3G,Stim48hr,0
APOBEC3G,Stim8hr,0
APOBEC3H,Rest,0
APOBEC3H,Stim48hr,0
APOBEC3H,Stim8hr,0
APOBR,Rest,0
APOBR,Stim48hr,0
APOBR,Stim8hr,0
APOC1,Rest,0
APOC1,Stim48hr,0
APOC1,Stim8hr,0
APOC3,Rest,0
APOC3,Stim48hr,0
APOC3,Stim8hr,0
APOD,Rest,0
APOD,Stim48hr,0
APOD,Stim8hr,0
APOE,Rest,0
APOE,Stim48hr,0
APOE,Stim8hr,0
APOL1,Rest,0
APOL1,Stim48hr,0
APOL1,Stim8hr,0
APOL2,Rest,0
APOL2,Stim48hr,0
APOL2,Stim8hr,0
APOL3,Rest,0
APOL3,Stim48hr,0
APOL3,Stim8hr,0
APOL6,Rest,0
APOL6,Stim48hr,0
APOL6,Stim8hr,0
APOLD1,Rest,0
APOLD1,Stim48hr,0
APOLD1,Stim8hr,0
APOM,Rest,0
APOM,Stim48hr,0
APOM,Stim8hr,0
APOO,Rest,0
APOO,Stim48hr,0
APOO,Stim8hr,0
APOOL,Rest,0
APOOL,Stim48hr,0
APOOL,Stim8hr,0
APP,Rest,0
APP,Stim48hr,0
APP,Stim8hr,0
APPBP2,Rest,0
APPBP2,Stim48hr,0
APPBP2,Stim8hr,0
APPL2,Rest,0
APPL2,Stim48hr,0
APPL2,Stim8hr,4
APRT,Rest,0
APRT,Stim48hr,0
APRT,Stim8hr,0
APTX,Rest,0
APTX,Stim48hr,0
APTX,Stim8hr,0
AQP1,Rest,0
AQP1,Stim48hr,0
AQP1,Stim8hr,0
AQP11,Rest,0
AQP11,Stim48hr,0
AQP11,Stim8hr,0
AQP3,Rest,0
AQP3,Stim48hr,0
AQP3,Stim8hr,0
AQP5,Rest,0
AQP5,Stim48hr,0
AQP5,Stim8hr,0
AQP9,Rest,0
AQP9,Stim48hr,0
AQP9,Stim8hr,0
AR,Rest,0
AR,Stim48hr,0
AR,Stim8hr,0
ARAF,Rest,0
ARAF,Stim48hr,0
ARAF,Stim8hr,0
ARAP1,Rest,0
ARAP1,Stim48hr,0
ARAP1,Stim8hr,0
ARAP2,Rest,0
ARAP2,Stim48hr,0
ARAP2,Stim8hr,0
ARAP3,Rest,0
ARAP3,Stim48hr,0
ARAP3,Stim8hr,0
ARB2A,Rest,0
ARB2A,Stim48hr,0
ARB2A,Stim8hr,0
ARC,Rest,0
ARC,Stim48hr,0
ARC,Stim8hr,0
AREG,Rest,0
AREG,Stim48hr,0
AREG,Stim8hr,0
AREL1,Rest,0
AREL1,Stim48hr,0
AREL1,Stim8hr,0
ARF1,Rest,0
ARF1,Stim48hr,0
ARF1,Stim8hr,0
ARF3,Rest,0
ARF3,Stim48hr,0
ARF3,Stim8hr,0
ARF4,Rest,0
ARF4,Stim48hr,0
ARF4,Stim8hr,0
ARF5,Rest,0
ARF5,Stim48hr,0
ARF5,Stim8hr,0
ARF6,Rest,0
ARF6,Stim48hr,0
ARF6,Stim8hr,0
ARFGAP1,Rest,0
ARFGAP1,Stim48hr,0
ARFGAP1,Stim8hr,0
ARFGAP2,Rest,0
ARFGAP2,Stim48hr,0
ARFGAP2,Stim8hr,0
ARFGAP3,Rest,0
ARFGAP3,Stim48hr,0
ARFGAP3,Stim8hr,0
ARFGEF1,Rest,0
ARFGEF1,Stim48hr,0
ARFGEF1,Stim8hr,1
ARFGEF2,Rest,0
ARFGEF2,Stim48hr,0
ARFGEF2,Stim8hr,0
ARFIP1,Rest,0
ARFIP1,Stim48hr,0
ARFIP1,Stim8hr,0
ARFIP2,Rest,0
ARFIP2,Stim48hr,0
ARFIP2,Stim8hr,0
ARFRP1,Rest,0
ARFRP1,Stim48hr,0
ARFRP1,Stim8hr,0
ARG1,Rest,0
ARG1,Stim48hr,0
ARG1,Stim8hr,0
ARG2,Rest,0
ARG2,Stim48hr,0
ARG2,Stim8hr,0
ARGFX,Rest,0
ARGFX,Stim48hr,0
ARGFX,Stim8hr,0
ARGLU1,Rest,0
ARGLU1,Stim48hr,0
ARGLU1,Stim8hr,0
ARHGAP1,Rest,0
ARHGAP1,Stim48hr,0
ARHGAP1,Stim8hr,0
ARHGAP10,Rest,0
ARHGAP10,Stim48hr,0
ARHGAP10,Stim8hr,0
ARHGAP11A,Rest,1
ARHGAP11A,Stim48hr,0
ARHGAP11A,Stim8hr,0
ARHGAP11B,Rest,0
ARHGAP11B,Stim48hr,0
ARHGAP11B,Stim8hr,0
ARHGAP12,Rest,0
ARHGAP12,Stim48hr,0
ARHGAP12,Stim8hr,0
ARHGAP15,Rest,0
ARHGAP15,Stim48hr,0
ARHGAP15,Stim8hr,0
ARHGAP17,Rest,0
ARHGAP17,Stim48hr,0
ARHGAP17,Stim8hr,0
ARHGAP18,Rest,0
ARHGAP18,Stim48hr,0
ARHGAP18,Stim8hr,0
ARHGAP19,Rest,0
ARHGAP19,Stim48hr,0
ARHGAP19,Stim8hr,0
ARHGAP21,Rest,0
ARHGAP21,Stim48hr,0
ARHGAP21,Stim8hr,0
ARHGAP24,Rest,0
ARHGAP24,Stim48hr,0
ARHGAP24,Stim8hr,0
ARHGAP25,Rest,0
ARHGAP25,Stim48hr,0
ARHGAP25,Stim8hr,0
ARHGAP26,Rest,0
ARHGAP26,Stim48hr,0
ARHGAP26,Stim8hr,0
ARHGAP27,Rest,0
ARHGAP27,Stim48hr,0
ARHGAP27,Stim8hr,6
ARHGAP30,Rest,1
ARHGAP30,Stim48hr,0
ARHGAP30,Stim8hr,0
ARHGAP31,Rest,0
ARHGAP31,Stim48hr,0
ARHGAP31,Stim8hr,0
ARHGAP32,Rest,0
ARHGAP32,Stim48hr,0
ARHGAP32,Stim8hr,0
ARHGAP33,Rest,0
ARHGAP33,Stim48hr,0
ARHGAP33,Stim8hr,0
ARHGAP45,Rest,1
ARHGAP45,Stim48hr,0
ARHGAP45,Stim8hr,1
ARHGAP5,Rest,0
ARHGAP5,Stim48hr,0
ARHGAP5,Stim8hr,0
ARHGAP6,Rest,0
ARHGAP6,Stim48hr,0
ARHGAP6,Stim8hr,0
ARHGAP9,Rest,0
ARHGAP9,Stim48hr,0
ARHGAP9,Stim8hr,0
ARHGDIA,Rest,0
ARHGDIA,Stim48hr,0
ARHGDIA,Stim8hr,0
ARHGDIB,Rest,0
ARHGDIB,Stim48hr,0
ARHGDIB,Stim8hr,0
ARHGEF1,Rest,0
ARHGEF1,Stim48hr,0
ARHGEF1,Stim8hr,0
ARHGEF10,Rest,0
ARHGEF10,Stim48hr,0
ARHGEF10,Stim8hr,0
ARHGEF11,Rest,0
ARHGEF11,Stim48hr,0
ARHGEF11,Stim8hr,0
ARHGEF12,Rest,0
ARHGEF12,Stim48hr,0
ARHGEF12,Stim8hr,0
ARHGEF18,Rest,0
ARHGEF18,Stim48hr,0
ARHGEF18,Stim8hr,0
ARHGEF19,Rest,0
ARHGEF19,Stim48hr,0
ARHGEF19,Stim8hr,0
ARHGEF2,Rest,0
ARHGEF2,Stim48hr,0
ARHGEF2,Stim8hr,0
ARHGEF3,Stim48hr,0
ARHGEF3,Stim8hr,0
ARHGEF39,Rest,0
ARHGEF39,Stim48hr,0
ARHGEF39,Stim8hr,0
ARHGEF40,Rest,0
ARHGEF40,Stim48hr,0
ARHGEF40,Stim8hr,0
ARHGEF5,Rest,0
ARHGEF5,Stim48hr,0
ARHGEF5,Stim8hr,0
ARHGEF6,Rest,1
ARHGEF6,Stim48hr,0
ARHGEF6,Stim8hr,0
ARHGEF7,Rest,0
ARHGEF7,Stim48hr,0
ARHGEF7,Stim8hr,0
ARHGEF9,Rest,0
ARHGEF9,Stim48hr,0
ARHGEF9,Stim8hr,0
ARID1A,Rest,0
ARID1A,Stim48hr,2
ARID1A,Stim8hr,0
ARID1B,Rest,0
ARID1B,Stim48hr,0
ARID1B,Stim8hr,0
ARID2,Rest,1
ARID2,Stim48hr,0
ARID2,Stim8hr,0
ARID3A,Rest,0
ARID3A,Stim48hr,1
ARID3A,Stim8hr,0
ARID3B,Rest,0
ARID3B,Stim48hr,0
ARID3B,Stim8hr,0
ARID3C,Rest,1
ARID3C,Stim48hr,0
ARID3C,Stim8hr,0
ARID4A,Rest,0
ARID4A,Stim48hr,1
ARID4A,Stim8hr,0
ARID4B,Rest,0
ARID4B,Stim48hr,0
ARID4B,Stim8hr,3
ARID5A,Rest,0
ARID5A,Stim48hr,0
ARID5A,Stim8hr,0
ARID5B,Rest,0
ARID5B,Stim48hr,0
ARID5B,Stim8hr,0
ARIH1,Rest,1
ARIH1,Stim48hr,3
ARIH1,Stim8hr,1
ARIH2,Rest,0
ARIH2,Stim48hr,0
ARIH2,Stim8hr,0
ARIH2OS,Rest,0
ARIH2OS,Stim48hr,0
ARIH2OS,Stim8hr,0
ARK2N,Rest,0
ARK2N,Stim48hr,0
ARK2N,Stim8hr,0
ARL1,Rest,0
ARL1,Stim48hr,0
ARL1,Stim8hr,0
ARL10,Rest,0
ARL10,Stim48hr,0
ARL10,Stim8hr,0
ARL13A,Rest,0
ARL13A,Stim48hr,0
ARL13A,Stim8hr,0
ARL13B,Rest,0
ARL13B,Stim48hr,0
ARL13B,Stim8hr,0
ARL14,Rest,0
ARL14,Stim48hr,0
ARL14,Stim8hr,0
ARL14EP,Rest,0
ARL14EP,Stim48hr,0
ARL14EP,Stim8hr,0
ARL15,Rest,0
ARL15,Stim48hr,0
ARL15,Stim8hr,0
ARL16,Rest,0
ARL16,Stim48hr,0
ARL16,Stim8hr,1
ARL17A,Stim48hr,0
ARL17A,Stim8hr,0
ARL17B,Rest,0
ARL17B,Stim48hr,0
ARL17B,Stim8hr,0
ARL2BP,Rest,0
ARL2BP,Stim48hr,0
ARL2BP,Stim8hr,0
ARL3,Rest,0
ARL3,Stim48hr,0
ARL3,Stim8hr,0
ARL4A,Rest,0
ARL4A,Stim48hr,1
ARL4A,Stim8hr,0
ARL4C,Rest,0
ARL4C,Stim48hr,0
ARL4C,Stim8hr,0
ARL4D,Rest,0
ARL4D,Stim8hr,0
ARL5A,Rest,0
ARL5A,Stim48hr,0
ARL5A,Stim8hr,0
ARL5B,Rest,0
ARL5B,Stim48hr,0
ARL5B,Stim8hr,0
ARL6,Rest,0
ARL6,Stim48hr,0
ARL6,Stim8hr,0
ARL6IP1,Rest,0
ARL6IP1,Stim48hr,0
ARL6IP1,Stim8hr,0
ARL6IP4,Rest,0
ARL6IP4,Stim48hr,0
ARL6IP4,Stim8hr,0
ARL6IP5,Rest,0
ARL6IP5,Stim48hr,0
ARL6IP5,Stim8hr,0
ARL6IP6,Rest,0
ARL6IP6,Stim48hr,0
ARL6IP6,Stim8hr,0
ARL8A,Rest,0
ARL8A,Stim48hr,0
ARL8A,Stim8hr,0
ARL8B,Rest,0
ARL8B,Stim48hr,0
ARL8B,Stim8hr,0
ARL9,Rest,0
ARL9,Stim48hr,0
ARL9,Stim8hr,0
ARLN,Rest,0
ARLN,Stim48hr,0
ARLN,Stim8hr,0
ARMC1,Rest,0
ARMC1,Stim48hr,0
ARMC1,Stim8hr,0
ARMC10,Rest,0
ARMC10,Stim48hr,0
ARMC10,Stim8hr,0
ARMC12,Rest,1
ARMC12,Stim48hr,0
ARMC12,Stim8hr,0
ARMC2,Rest,0
ARMC2,Stim48hr,0
ARMC2,Stim8hr,0
ARMC5,Rest,0
ARMC5,Stim48hr,0
ARMC5,Stim8hr,0
ARMC6,Rest,0
ARMC6,Stim48hr,0
ARMC6,Stim8hr,0
ARMC7,Rest,0
ARMC7,Stim48hr,0
ARMC7,Stim8hr,0
ARMC8,Rest,0
ARMC8,Stim48hr,1
ARMC8,Stim8hr,1
ARMCX2,Rest,0
ARMCX2,Stim48hr,1
ARMCX2,Stim8hr,0
ARMCX3,Rest,0
ARMCX3,Stim48hr,0
ARMCX3,Stim8hr,0
ARMCX4,Rest,0
ARMCX4,Stim48hr,0
ARMCX4,Stim8hr,0
ARMCX5,Rest,0
ARMCX5,Stim48hr,0
ARMCX5,Stim8hr,0
ARMCX6,Rest,0
