symbol	status	alias_symbol	prev_symbol
OXCT2	Approved	FKSG25|FLJ00030|SCOT-T	
OXCT2P1	Approved		OXCT2P
OXER1	Approved	GPCR|TG1019|GPR170	
OXGR1	Approved	P2RY15|P2Y15|aKGR	GPR99|GPR80
OXLD1	Approved	MGC104712	C17orf90
OXNAD1	Approved	MGC15763	RFTN1-AS1
OXR1	Approved	TLDC3	
OXR1-AS1	Approved		
OXSM	Approved	KS|FLJ20604|FASN2D|CEM1	
OXSR1	Approved	KIAA1101	OSR1
OXT	Approved	OXT-NPI|OT-NPI	OT
OXTR	Approved	OTR	
P2RX1	Approved	P2X1	
P2RX2	Approved	P2X2	DFNA41
P2RX3	Approved	P2X3	
P2RX4	Approved	P2X4	
P2RX5	Approved	P2X5|LRH-1	
P2RX5-TAX1BP3	Approved		
P2RX6	Approved	P2XM|MGC129625|P2X6	P2RXL1
P2RX6P	Approved		
P2RX7	Approved	P2X7|MGC20089	
P2RY1	Approved	P2Y1|SARCC	
P2RY2	Approved	P2U	
P2RY4	Approved	NRU|P2Y4|UNR|P2P	
P2RY6	Approved	P2Y6	
P2RY8	Approved	P2Y8	
P2RY10	Approved	P2Y10|LPS2	
P2RY10BP	Approved		P2RY10P2
P2RY11	Approved	P2Y11	
P2RY12	Approved	P2Y12|SP1999|HORK3	
P2RY13	Approved	FKSG77|P2Y13	GPR94|GPR86
P2RY14	Approved	KIAA0001	GPR105
P3H1	Approved	GROS1|LEPRECAN|MGC117314	LEPRE1
P3H2	Approved	FLJ10718|MLAT4	LEPREL1
P3H2-AS1	Approved		LEPREL1-AS1
P3H3	Approved	GRCB|HSU47926	LEPREL2
P3H4	Approved	SC65|NO55	LEPREL4
P3R3URF	Approved		
P3R3URF-PIK3R3	Approved		
P4HA1	Approved	C-P4Halpha(I)	P4HA
P4HA2	Approved	C-P4Halpha(II)|lncRNA-PE	
P4HA2-AS1	Approved		
P4HA3	Approved	C-P4Halpha(III)	
P4HA3-AS1	Approved		
P4HB	Approved	PDIA1|PROHB|DSI|GIT|PDI|PO4HB|P4Hbeta	PO4DB|ERBA2L
P4HB-AS1	Approved		
P4HTM	Approved	P4H-TM|PHD4|PH4|HIFPH4|FLJ20262|EGLN4|PH-4	
PA2G4	Approved	EBP1|ITAF45	
PA2G4P1	Approved		PA2G4P
PA2G4P2	Approved	bA102J14.2|PA2G4L5	
PA2G4P3	Approved	HsT2542|PA2G4L4	
PA2G4P4	Approved	PA2G4L1	
PA2G4P5	Approved	PA2G4L2	
PA2G4P6	Approved	PA2G4L3	
PAAF1	Approved	FLJ11848|Rpn14	WDR71
PABIR1	Approved	MGC17347	C9orf42|FAM122A
PABIR2	Approved	DKFZp686L20116|RP11-308B5.5|SPACIA2	FAM122B
PABIR3	Approved	RP3-473B4.1	FAM122C
PABPC1	Approved	PABP1|PABPL1	PAB1|PABPC2
PABPC1L	Approved	dJ1069P2.3|PABPC1L1|ePAB	C20orf119
PABPC1L2A	Approved		RBM32A
PABPC1L2B	Approved		RBM32B
PABPC1L2B-AS1	Approved		
PABPC1P1	Approved	PABP1	PABPCP1
PABPC1P2	Approved	PABP2|PABP4	PABPCP4|PABPCP2
PABPC1P3	Approved	PABP3	PABPCP3
PABPC1P4	Approved		PABPL2|PABPCP5
PABPC1P5	Approved		
PABPC1P6	Approved		
PABPC1P7	Approved		
PABPC1P8	Approved		
PABPC1P9	Approved		
PABPC1P10	Approved	D3S3192	PABPL1
PABPC1P11	Approved		
PABPC1P12	Approved		
PABPC1P13	Approved		
PABPC3	Approved	PABP3|tPABP	PABPL3
PABPC4	Approved	iPABP|APP-1	
PABPC4-AS1	Approved		
PABPC4L	Approved		
PABPC5	Approved	PABP5	
PABPC5-AS1	Approved	OTTHUMG00000021960	CXorf46
PABPN1	Approved	PAB2	OPMD|PABP2
PABPN1L	Approved	ePABP2	
PABPN1P1	Approved		
PABPN1P2	Approved		
PABX	Approved		
PABY	Approved		
PACC1	Approved	FLJ10874|PAC|ASOR|PAORAC	C1orf75|TMEM206
PACERR	Approved	PACER|PTGS2-AS1	
PACRG	Approved	PARK2CRG|FLJ32724|Glup|HAK005771|BUG21|pf12	
PACRG-AS1	Approved		
PACRG-AS2	Approved		
PACRG-AS3	Approved		
PACRGL	Approved	MGC29898	C4orf28
PACS1	Approved	FLJ10209|KIAA1175	
PACS2	Approved	KIAA0602	PACS1L
PACSIN1	Approved	SDPI	
PACSIN2	Approved	SDPII	
PACSIN3	Approved	SDPIII	
PADI1	Approved	HPAD10|PDI1|PDI|PAD1	
PADI2	Approved	KIAA0994|PDI2	
PADI3	Approved	PDI3	
PADI4	Approved	PAD|PDI5|PDI4	PADI5
PADI6	Approved		
PAEP	Approved	PEP|PP14|GdA|GdS|GdF|PAEG|GD|MGC138509|MGC142288	
PAEPP1	Approved		
PAF1	Approved	PD2|F23149_1|FLJ11123	
PAFAH1B1	Approved	LIS1|PAFAH|NudF	MDCR|MDS
PAFAH1B1P1	Approved	LIS2	PAFAH1P1
PAFAH1B1P2	Approved	LIS2P	PAFAH1P2
PAFAH1B2	Approved		
PAFAH1B2P1	Approved		
PAFAH1B2P2	Approved		
PAFAH1B3	Approved		
PAFAH2	Approved	HSD-PLA2	
PAG1	Approved	PAG|CBP	
PAGE1	Approved	PAGE-1|GAGE-9|CT16.3	GAGEB1
PAGE2	Approved	MGC62094|PAGE-2|CT16.4	GAGEC2
PAGE2B	Approved	CT16.5	
PAGE3	Approved	PAGE-3|CT16.6	GAGED1
PAGE4	Approved	PAGE-4|CT16.7	GAGEC1
PAGE4P1	Approved		
PAGE5	Approved	PAGE-5|CT16.1|CT16.2	
PAGR1	Approved	MGC4606|GAS|PA1	C16orf53
PAH	Approved	PH	
PAICS	Approved	ADE2H1|AIRC	PAIS
PAICSP1	Approved		
PAICSP2	Approved		
PAICSP3	Approved		
PAICSP4	Approved		
PAICSP5	Approved		
PAICSP6	Approved		
PAICSP7	Approved		
PAIP1	Approved		
PAIP1P1	Approved	bQB44E15.5|bPG254M11.3|bCX300M20.3	
PAIP1P2	Approved		
PAIP2	Approved	PAIP2A	
PAIP2B	Approved	KIAA1155	
PAK1	Approved		
PAK1IP1	Approved	FLJ20624|hPIP1|PIP1|bA421M1.5|MAK11|WDR84	
PAK2	Approved	PAK65|PAKgamma	
PAK3	Approved	hPAK3|bPAK	MRX30|MRX47
PAK4	Approved		
PAK4-AS1	Approved	AC011443.1	
PAK5	Approved	KIAA1264	PAK7
PAK6	Approved	PAK5	
PAK6-AS1	Approved	FLJ38596	C15orf56
PALB2	Approved	FLJ21816|FANCN	
PALB2-AS1	Approved		
PALD1	Approved		PALD|KIAA1274
PALLD	Approved	KIAA0992|SIH002|CGI-151	
PALLD-AS1	Approved		
PALM	Approved	KIAA0270|PALM1	
PALM2	Approved		
PALM2AKAP2	Approved		PALM2-AKAP2
PALM2AKAP2-AS1	Approved		
PALM3	Approved		
PALMD	Approved	FLJ20271|PALML	C1orf11
PALS1	Approved	FLJ12615	MPP5
PALS2	Approved	VAM-1|p55T	MPP6
PAM	Approved	PAL|PHM|PAM-1	
PAM-AS1	Approved		
PAM16	Approved	Magmas|Tim16|TIMM16	
PAMR1	Approved	RAMP|DKFZP586H2123	
PAN2	Approved	KIAA0710|hPAN2	USP52
PAN3	Approved		
PAN3-AS1	Approved		
PANCR	Approved	RP11-380D23.2	
PANDAR	Approved	PANDA	
PANK1	Approved	MGC24596|PANK1a|PANK1b	PANK
PANK1-AS1	Approved		
PANK2	Approved	HSS|FLJ11729|PKAN|HARP	C20orf48|NBIA1
PANK2-AS1	Approved		
PANK3	Approved	FLJ12899	
PANK3P1	Approved		
PANK4	Approved	FLJ10782	
PANO1	Approved	PANO	
PANTR1	Approved	linc-Brn1a|linc-POU3F3	LINC01114|LINC01158
PANX1	Approved	MRS1|UNQ2529|PX1	
PANX2	Approved	hPANX2|PX2	
PANX3	Approved	Px3	
PAOX	Approved	PAO	
PAPLN	Approved	MGC50452	
PAPLN-AS1	Approved		
PAPLN-AS2	Approved		
PAPOLA	Approved	PAP	
PAPOLA-DT	Approved		
PAPOLB	Approved	PAPT	
PAPOLG	Approved	FLJ12972	
PAPPA	Approved	PAPP-A|PAPPA1|IGFBP-4ase|PAPA|ASBABP2|DIPLA1	
PAPPA-AS1	Approved	PAPPA-AS|DIPAS|TAF4B|TAF2C2|TAFII105|NCRNA00156	PAPPAS
PAPPA-AS2	Approved	AGU1	
PAPPA2	Approved	PAPPE|PAPP-A2	PLAC3
PAPSS1	Approved	ATPSK1|PAPSS	
PAPSS1-AS1	Approved		
PAPSS2	Approved	ATPSK2	
PAQR3	Approved		
PAQR4	Approved	FLJ30002	
PAQR5	Approved	FLJ20190|MPRG	
PAQR5-DT	Approved		
PAQR6	Approved	FLJ22672|PRdelta	
PAQR7	Approved	mSR|MPRA|PGLP	
PAQR8	Approved	LMPB1|MPRB	C6orf33
PAQR9	Approved	FLJ41938|BLNC1	
PAQR9-AS1	Approved		
PARAIL	Approved	AF117829.1	RIPK2-DT
PARAL1	Approved	NR_109	
PARD3	Approved	PARD-3|PAR-3|PAR3|PARD3A|Bazooka|Baz|ASIP|PPP1R118	
PARD3-DT	Approved		PARD3-AS1
PARD3B	Approved	Par3L|PAR3beta	ALS2CR19
PARD6A	Approved	PAR-6|PAR-6A|TAX40|PAR6alpha|TIP-40	
PARD6B	Approved	PAR-6B	
PARD6BP1	Approved		
PARD6G	Approved	PAR-6G|PAR6gamma	
PARD6G-AS1	Approved		
PARG	Approved		
PARGP1	Approved		
PARK7	Approved	DJ-1|DJ1|GATD2	
PARK7P1	Approved		
PARK7P2	Approved		
PARL	Approved	PRO2207|PSARL1|RHBDS1	PSARL
PARLP1	Approved		
PARLP2	Approved		
PARM1	Approved	DKFZP564O0823|Cipar1|WSC4	
PARM1-AS1	Approved		
PARN	Approved	DAN	
PARP1	Approved	PARP|ARTD1|Poly-PARP|PARS	PPOL|ADPRT
PARP1P1	Approved		PPOLP1|ADPRTP1
PARP1P2	Approved		PPOLP2|ADPRTP2
PARP2	Approved	ARTD2	ADPRTL2
PARP3	Approved	ADPRT3|IRT1|hPARP-3|pADPRT-3|ARTD3	ADPRTL3
PARP4	Approved	VAULT3|p193|VPARP|VWA5C|ARTD4	ADPRTL1
PARP4P1	Approved	PARP4PY1	ADPRTL1P|PARP4P
PARP4P2	Approved		
PARP4P3	Approved		ADPRTL4
PARP6	Approved	pART17|ARTD17	
PARP8	Approved	FLJ21308|pART16|ARTD16	
PARP8-AS1	Approved		
PARP9	Approved	BAL|BAL1|ARTD9	
PARP10	Approved	FLJ14464|ARTD10	
PARP11	Approved	ARTD11	C12orf6
PARP11-AS1	Approved	lncAPAT	
PARP12	Approved	FLJ22693|PARP-12|ZC3H1|ARTD12	ZC3HDC1
PARP14	Approved	KIAA1268|pART8|ARTD8|BAL2	
PARP15	Approved	FLJ40597|pART7|ARTD7|BAL3	
PARP16	Approved	FLJ20509|FLJ25281|pART15|ARTD15	C15orf30
PARPBP	Approved	FLJ20641|PARI	C12orf48
PARS2	Approved	DKFZp727A071	
PART1	Approved	DKFZP586D0823|NCRNA00206	
PARTICL	Approved	PARTICLE	
PARVA	Approved	FLJ12254|FLJ10793	MXRA2
PARVB	Approved	CGI-56	
PARVG	Approved		
PASD1	Approved	CT63	
PASK	Approved	PASKIN|KIAA0135|STK37	
PATE1	Approved	PATE	
PATE2	Approved	UNQ3112|LVLF3112|PATE-M	C11orf38
PATE3	Approved	PATE-DJ|HEL-127	
PATE4	Approved	FLJ41047|PATE-B	
PATJ	Approved	Cipp	INADL
PATJ-DT	Approved		
PATL1	Approved	FLJ36874|Pat1b	
PATL1-DT	Approved		
PATL2	Approved	Pat1a	
PATZ1	Approved	MAZR|dJ400N23|ZBTB19|ZSG|RIAZ|PATZ	ZNF278
PAUPAR	Approved		
PAWR	Approved	par-4|PAR4	
PAWRP1	Approved		
PAWRP2	Approved		
PAX1	Approved		
PAX2	Approved	PAX-2	
PAX3	Approved	HUP2|PAX-3	WS1
PAX4	Approved	MODY9	
PAX5	Approved	BSAP|PAX-5	
PAX6	Approved	D11S812E|AN|WAGR	AN1|AN2
PAX6-AS1	Approved		
PAX7	Approved	Hup1	
PAX8	Approved	PAX-8	
PAX8-AS1	Approved		
PAX9	Approved		
PAXBP1	Approved	GCFC|fSAP105	C21orf66|GCFC1
PAXBP1-AS1	Approved		GCFC1-AS1
PAXBP1P1	Approved		
PAXIP1	Approved	CAGF29|CAGF28|TNRC2|PTIP	PAXIP1L
PAXIP1-AS2	Approved		PAXIP1OS
PAXIP1-DT	Approved		PAXIP1-AS1
PAXX	Approved	XLS	C9orf142
PBDC1	Approved	MGC874	CXorf26
PBK	Approved	TOPK|FLJ14385|Nori-3|SPK|CT84	
PBLD	Approved	MAWBP|MAWDBP|FLJ14767	
PBOV1	Approved	UC28|UROC28	
PBRM1	Approved	BAF180|PB1|SMARCH1	
PBX1	Approved		
PBX1-AS1	Approved		
PBX2	Approved	G17|HOX12|PBX2MHC	
PBX2P1	Approved		PBX2|PBXP1
PBX3	Approved		
PBX3-DT	Approved		
PBX4	Approved		
PBX4-AS1	Approved		
PBXIP1	Approved	HPIP	
PC	Approved	PCB	
PCA3	Approved	DD3|NCRNA00019|PCAT3|PRUNE2-AS1	
PCARE	Approved	FLJ34931|RP54	C2orf71
PCAT1	Approved	PCAT-1|PCA1|PiHL	
PCAT2	Approved	PCA2|TCONS_00015167	
PCAT4	Approved	GDEP|PCAN1|PCA4	
PCAT5	Approved	TPCAT-10-36067	LINC01452
PCAT6	Approved	ncRNA-a2|PCAN-R1|KDM5BAS1|onco-lncRNA-96	KDM5B-AS1
PCAT7	Approved	PCAN-R2	
PCAT14	Approved		
PCAT18	Approved	LINC01092	
PCAT19	Approved	LINC01190	LOC100505495
PCAT29	Approved		
PCBD1	Approved	PCD	DCOH|PCBD
PCBD2	Approved	DCOHM|DCOH2	
PCBP1	Approved	HNRPE1|hnRNP-E1|HNRPX|hnRNP-X	
PCBP1-AS1	Approved	Linc-GALH	
PCBP2	Approved	HNRPE2|hnRNP-E2|HNRNPE2	
PCBP2-OT1	Approved	TUC338|uc.338|TUC.338	
PCBP2P1	Approved		
PCBP2P2	Approved		
PCBP2P3	Approved		
PCBP2P4	Approved		
PCBP3	Approved	FLJ44028	PCBP3-OT1|PCBP3OT
PCBP3-AS1	Approved		
PCBP4	Approved	MCG10|LIP4	
PCCA	Approved		
PCCA-AS1	Approved		
PCCA-DT	Approved		
PCCB	Approved		
PCDH1	Approved	pc42	
PCDH7	Approved	BH-Pcdh|PPP1R120	
PCDH7-AS1	Approved		
PCDH8	Approved	PAPC|ARCADLIN	
PCDH8P1	Approved		
PCDH9	Approved		
PCDH9-AS1	Approved		
PCDH9-AS2	Approved		
PCDH9-AS3	Approved		
PCDH9-AS4	Approved		
PCDH10	Approved	OL-PCDH|KIAA1400	
PCDH10-DT	Approved		
PCDH11X	Approved	PCDH-X|PCDHX|PPP1R119	PCDH11
PCDH11Y	Approved	PCDHY	PCDH22
PCDH12	Approved		
PCDH15	Approved	CDHR15	USH1F|DFNB23
PCDH17	Approved	PCDH68|PCH68	
PCDH18	Approved	KIAA1562|PCDH68L	
PCDH19	Approved	KIAA1313|EIEE9	EFMR
PCDH20	Approved	PCDH13|FLJ22218	
PCDHA-AS1	Approved		
PCDHA-AS2	Approved		
PCDHA1	Approved		
PCDHA2	Approved		
PCDHA3	Approved	PCDH-ALPHA3	
PCDHA4	Approved	CNR1|CRNR1|PCDH-ALPHA4|CNRN1	
PCDHA5	Approved	CNR6|CRNR6|CNRN6|PCDH-ALPHA5	CNRS6
PCDHA6	Approved	CNR2|CRNR2|PCDH-ALPHA6	CNRS2
PCDHA7	Approved	CNR4|CRNR4	CNRS4
PCDHA8	Approved		
PCDHA9	Approved	KIAA0345|PCDH-ALPHA9	
PCDHA10	Approved	CNR8|CRNR8|CNRN8|PCDH-ALPHA10	CNRS8
PCDHA11	Approved	CNR7|CRNR7|CNRN7|PCDH-ALPHA11	CNRS7
PCDHA12	Approved	PCDH-ALPHA12	
PCDHA13	Approved	CNR5|CRNR5|CNRN5|PCDH-ALPHA13	CNRS5
PCDHA14	Approved	CNR3|CRNR3|PCDH-PSI4	CNRS3
PCDHA@	Approved	CNR1	CNRS1
PCDHAC1	Approved		
PCDHAC2	Approved	PCDH-ALPHA-C2	
PCDHACT	Approved	PCDHAC	
PCDHB-AS1	Approved		
PCDHB1	Approved	PCDH-BETA1	
PCDHB1-AS1	Approved		
PCDHB2	Approved	PCDH-BETA2	
PCDHB3	Approved	PCDH-BETA3	
PCDHB4	Approved	PCDH-BETA4	
PCDHB5	Approved	DKFZp586B0217|PCDH-BETA5	
PCDHB6	Approved	PCDH-BETA6	
PCDHB7	Approved	PCDH-BETA7	
PCDHB8	Approved	PCDH-BETA8|PCDH3I	
PCDHB9	Approved	PCDH-BETA9|PCDH3H	
PCDHB10	Approved		
PCDHB11	Approved	PCDH-BETA11|ME2	
PCDHB12	Approved	PCDH-BETA12	
PCDHB13	Approved	PCDH-BETA13	
PCDHB14	Approved	PCDH-BETA14	
PCDHB15	Approved	PCDH-BETA15	
PCDHB16	Approved	PCDHB8a|PCDH3X|KIAA1621|PCDH-BETA16|ME1	
PCDHB17P	Approved	PCDH-psi1	PCDHB17
PCDHB18P	Approved	PCDH-psi2	PCDHB18
PCDHB19P	Approved	PCDH-PSI5	
PCDHB@	Approved	PCDH3	
PCDHG@	Approved	PCDH2|PCDH4	
PCDHGA1	Approved	PCDH-GAMMA-A1	
PCDHGA2	Approved	PCDH-GAMMA-A2	
PCDHGA3	Approved	PCDH-GAMMA-A3	
PCDHGA4	Approved	PCDH-GAMMA-A4	
PCDHGA5	Approved	CDH-GAMMA-A5|ME3|PCDH-GAMMA-A5	
PCDHGA6	Approved	PCDH-GAMMA-A6	
PCDHGA7	Approved	PCDH-GAMMA-A7	
PCDHGA8	Approved	KIAA0327|PCDH-GAMMA-A8	
PCDHGA9	Approved	PCDH-GAMMA-A9	
PCDHGA10	Approved	PCDH-GAMMA-A10	
PCDHGA11	Approved	PCDH-GAMMA-A11	
PCDHGA12	Approved	KIAA0588|FIB3|PCDH-GAMMA-A12	CDH21
PCDHGB1	Approved	PCDH-GAMMA-B1	
PCDHGB2	Approved	PCDH-GAMMA-B2	
PCDHGB3	Approved	PCDH-GAMMA-B3	
PCDHGB4	Approved	FIB2|CDH20|PCDH-GAMMA-B4	
PCDHGB5	Approved	PCDH-GAMMA-B5	
PCDHGB6	Approved	PCDH-GAMMA-B6	
PCDHGB7	Approved	ME6|PCDH-GAMMA-B7	
PCDHGB8P	Approved	PCDH-PSI3	
PCDHGB9P	Approved	PSI6	
PCDHGC3	Approved	PC-43|PC43|PCDH-GAMMA-C3	PCDH2
PCDHGC4	Approved	PCDH-GAMMA-C4	
PCDHGC5	Approved	PCDH-GAMMA-C5	
PCDHGCT	Approved	PCDHGC	
PCED1A	Approved	bA12M19.1|FLJ22376	C20orf81|FAM113A
PCED1B	Approved	MGC16044	FAM113B
PCED1B-AS1	Approved		
PCED1CP	Approved		
PCF11	Approved	KIAA0824	
PCF11-AS1	Approved	ENST00000602322.1	
PCGEM1	Approved	NCRNA00071|LINC00071|PCAT9	
PCGF1	Approved	NSPC1|RNF68|MGC10882	
PCGF2	Approved	MEL-18	ZNF144|RNF110
PCGF3	Approved	FLJ36550|DONG1|RNF3A|MGC40413	RNF3
PCGF3-AS1	Approved		
PCGF3-AS2	Approved	AC107464.2	
PCGF5	Approved	MGC16202	RNF159
PCGF6	Approved	MBLR	RNF134
PCGF7P	Approved		RNF134P1
PCHILR	Approved	PCLN16	
PCID2	Approved	FLJ11305	
PCIF1	Approved	bA465L10.1|PPP1R121|CAPAM|MT-A70	C20orf67
PCK1	Approved	PEPCK-C	
PCK2	Approved	PEPCK|PEPCK2	
PCLAF	Approved	NS5ATP9|OEATC-1|p15(PAF)|PAF15	KIAA0101
PCLO	Approved	KIAA0559|DKFZp779G1236|ACZ	
PCM1	Approved	PTC4	
PCMT1	Approved		
PCMTD1	Approved	FLJ10883	
PCMTD1-DT	Approved		
PCMTD1P1	Approved		
PCMTD1P2	Approved		
PCMTD1P3	Approved		
PCMTD1P4	Approved		
PCMTD1P5	Approved		
PCMTD1P6	Approved		
PCMTD1P7	Approved		
PCMTD1P8	Approved		
PCMTD2	Approved	FLJ10883	C20orf36
PCNA	Approved		
PCNA-AS1	Approved		PCNAAS|PCNA-AS
PCNAP1	Approved	p1PCNA	
PCNAP2	Approved	pF2PCNA	
PCNAP3	Approved		
PCNAP4	Approved		
PCNP	Approved		
PCNPP1	Approved		PCNPP
PCNPP2	Approved		
PCNPP3	Approved		
PCNPP4	Approved		
PCNPP5	Approved		
PCNT	Approved	KEN|KIAA0402|PCN|PCNTB|SCKL4	PCNT2
PCNX1	Approved	KIAA0995|KIAA0805|pecanex	PCNXL1|PCNX
PCNX2	Approved	KIAA0435|FLJ11383	PCNXL2
PCNX3	Approved	FLJ22427	PCNXL3
PCNX4	Approved		C14orf135|PCNXL4
PCNX4-DT	Approved		
PCOLCE	Approved	PCPE|PCPE1	
PCOLCE-AS1	Approved		
PCOLCE2	Approved	PCPE2	
PCOTH	Approved		C1QTNF9B-AS1
PCOTHP1	Approved		
PCP2	Approved	MGC41903|GPSM4	
PCP4	Approved	PEP-19	
PCP4L1	Approved	IQM1	
PCSEAT	Approved	PRCAT38	
PCSK1	Approved	PC1|PC3|SPC3|PC1/3	NEC1
PCSK1N	Approved	SAAS|SgVIII|SCG8|proSAAS|PEN|BigLEN	
PCSK2	Approved	PC2|SPC2	NEC2
PCSK4	Approved	PC4|SPC5|DKFZp434B217|MGC34749	
PCSK5	Approved	PC5|PC6|SPC6	
PCSK6	Approved	SPC4	PACE4
PCSK6-AS1	Approved		
PCSK7	Approved	PC7|PC8|LPC|SPC7	
PCSK9	Approved	NARC-1|FH3	HCHOLA3
PCTP	Approved	STARD2	
PCYOX1	Approved	KIAA0908|PCL1	
PCYOX1L	Approved	MGC3265	
PCYT1A	Approved	CT|CTPCT|CCTalpha	PCYT1
PCYT1B	Approved	CCT-beta|CTB|CCTbeta	
PCYT1B-AS1	Approved		
PCYT2	Approved	ET	
PDAP1	Approved	PAP1|PAP|HASPP28	
PDAP1P1	Approved		
PDAP1P2	Approved		
PDAP1P3	Approved		
PDC	Approved	MEKA	
PDC-AS1	Approved		
PDCD1	Approved	CD279|PD1|hSLE1|PD-1	SLEB2
PDCD1LG2	Approved	PD-L2|Btdc|PDL2|bA574F11.2|CD273|B7-DC|B7DC	
PDCD2	Approved	ZMYND7|RP8	
PDCD2L	Approved	MGC13096	
PDCD2P1	Approved		
PDCD2P2	Approved		
PDCD4	Approved	H731	
PDCD4-AS1	Approved		
PDCD5	Approved	TFAR19|MGC9294	
PDCD5P1	Approved		
PDCD5P2	Approved		
PDCD6	Approved	ALG-2|PEF1B	
PDCD6-AHRR	Approved		
PDCD6-DT	Approved	HRAT5	
PDCD6IP	Approved	Alix|AIP1|Hp95	
PDCD6IP-DT	Approved	RP11-10C24.1	
PDCD6IPP1	Approved		
PDCD6IPP2	Approved		
PDCD6P1	Approved		
PDCD7	Approved	HES18|ES18|59K	
PDCD10	Approved	TFAR15	CCM3
PDCD11	Approved	KIAA0185|ALG-4|RRP5|NFBP	
PDCL	Approved	PhLP|DKFZp564M1863	
PDCL2	Approved	GCPHLP	
PDCL2P1	Approved		
PDCL2P2	Approved		
PDCL3	Approved	VIAF1	
PDCL3P1	Approved		
PDCL3P2	Approved		
PDCL3P3	Approved		
PDCL3P4	Approved		
PDCL3P5	Approved		
PDCL3P6	Approved		
PDCL3P7	Approved		
PDE1A	Approved		
PDE1B	Approved		PDES1B
PDE1C	Approved	Hcam3	
PDE2A	Approved		
PDE2A-AS1	Approved		
PDE2A-AS2	Approved		
PDE3A	Approved	CGI-PDE	
PDE3A-AS1	Approved		
PDE3B	Approved	HcGIP1	
PDE4A	Approved		DPDE2
PDE4B	Approved		DPDE4
PDE4B-AS1	Approved		
PDE4C	Approved		DPDE1
PDE4D	Approved		DPDE3
PDE4D-AS1	Approved		
PDE4D-AS2	Approved		
PDE4DIP	Approved	KIAA0477|KIAA0454|MMGL	CMYA2
PDE4DIPP1	Approved		
PDE4DIPP2	Approved		
PDE4DIPP3	Approved		
PDE4DIPP4	Approved		
PDE4DIPP5	Approved		
PDE4DIPP6	Approved		
PDE4DIPP7	Approved		
PDE4DIPP8	Approved		
PDE4DIPP9	Approved		
PDE4DIPP10	Approved		
PDE5A	Approved		
PDE6A	Approved	RP43	PDEA
PDE6B	Approved	CSNB3|rd1|RP40|CSNBAD2	PDEB
PDE6B-AS1	Approved		
PDE6B-AS2	Approved		
PDE6C	Approved	PDEA2|ACHM5|COD4	
PDE6D	Approved	JBTS22	
PDE6G	Approved	RP57	PDEG
PDE6H	Approved		
PDE7A	Approved	HCP1	
PDE7A-DT	Approved		
PDE7B	Approved		
PDE7B-AS1	Approved		
PDE8A	Approved	HsT19550	
PDE8B	Approved		
PDE9A	Approved		
PDE9A-AS1	Approved		
PDE10A	Approved		
PDE11A	Approved		
PDE11A-AS1	Approved		
PDE12	Approved	DKFZp667B1218|2'-PDE|3635	
PDF	Approved		
PDGFA	Approved	PDGF1|PDGF-A	
PDGFA-DT	Approved	HRAT92	
PDGFB	Approved	SSV	SIS
PDGFC	Approved	SCDGF|fallotein	
PDGFD	Approved	SCDGF-B|MSTP036|IEGF	
PDGFDDN	Approved	AP002989.1	
PDGFRA	Approved	CD140a|PDGFR2|GAS9	
PDGFRB	Approved	JTK12|CD140b|PDGFR1	PDGFR
PDGFRL	Approved	PRLTS	
PDGFRL2P	Approved		
PDHA1	Approved	E1alpha	PDHA
PDHA1P1	Approved		
PDHA2	Approved		PDHAL
PDHB	Approved	PDHE1B|E1beta	
PDHX	Approved	E3BP|proX|PDX1|OPDX|DLDBP	
PDIA2	Approved	PDA2|PDI|PDIR	PDIP
PDIA3	Approved	P58|ERp61|ERp57|ERp60|GRP57|PI-PLC|HsT17083	GRP58
PDIA3P1	Approved	GRP58P	PDIA3P
PDIA3P2	Approved		
PDIA4	Approved	ERP70|ERP72	
PDIA5	Approved	PDIR|FLJ30401	
PDIA6	Approved	P5|ERp5	TXNDC7
PDIK1L	Approved	CLIK1L|STK35L2	
PDILT	Approved	PDIA7	
PDILT-AS1	Approved		
PDK1	Approved		
PDK1P1	Approved		
PDK1P2	Approved		
PDK2	Approved	PDHK2	
PDK2-AS1	Approved		
PDK3	Approved		
PDK4	Approved		
PDK4-AS1	Approved		
PDLIM1	Approved	CLP-36|hCLIM1|CLP36	CLIM1
PDLIM1P1	Approved		PDLIM1P
PDLIM1P2	Approved		
PDLIM1P3	Approved		
PDLIM1P4	Approved		
PDLIM2	Approved		
PDLIM3	Approved	ALP	
PDLIM4	Approved	RIL	
PDLIM5	Approved	LIM|Enh	
PDLIM7	Approved	ENIGMA	
PDLIM7-AS1	Approved		
PDP1	Approved	PDP|PDH|PPM2A	PPM2C
PDP2	Approved	KIAA1348|PPM2C2|PPM2B	
PDPK1	Approved	PDK1	
PDPK2P	Approved		
PDPN	Approved	T1A-2|Gp38|aggrus|GP40|PA2.26|D2-40	
PDPR	Approved	PDP3	
PDPR2P	Approved		
PDRG1	Approved	dJ310O13.3	C20orf126
PDS5A	Approved	KIAA0648|PIG54|SCC-112	
PDS5B	Approved	AS3|KIAA0979|FLJ23236|CG008	APRIN
PDS5B-DT	Approved	Linc1749808	
PDSS1	Approved	TPT|COQ1|COQ1A	TPRT
PDSS1P1	Approved		
PDSS1P2	Approved		
PDSS2	Approved	bA59I9.3|COQ1B	C6orf210
